Rating,Title,Author,Review Description,Pro,Con
5.0,Great Company With Awesome Peers,"Staff Engineer (Current Employee) - Mountain View, CA - July 27, 2022","Google is a great company with a lot of talents hired with high bar. I really enjoy my daily life in Google. The office is nice with good cafes.
The only problem is it's too hard to promote here.",,
5.0,Great employer,"Intern (Current Employee) - Atlanta, GA - July 25, 2022","Great employment opportunities are available at this place, I hope to continue working here and hope that I can get an offer before my internship comes to an end.",,
3.0,Great benefits only for FTE,"Technical Sourcing Recruiter (Current Employee) - Austin, TX - July 23, 2022","Google is a good company, but not all large companies are perfect. During my time at Google my job responsibilities are always more than what your recruiters/Hiring Mangers specify without a salary or benefits increase. Google is a very metric driven company where if uncertain occurrences happen you potentially will get terminated or micro-managed. For my current role as a sourcing specialist, I am grossly underpaid in comparison to my peers while I had been with the company and have more experience in HR than them. In addition my role/responsibilities are equally the same as my peers as well. In conclusion Google is a great company for a select few of people but not for the majority.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Ambiente de trabajo divertido,"Áreas de desarrollo (Former Employee) - Ciudad de México - July 23, 2022","Empresa divertida dinámica, con buen trato a sus colaboradores",Todas,No hay
5.0,Good experience,"Head Event Photographer (Former Employee) - Venice, CA - July 21, 2022","beautiful campus ..lots of perks for vendors, fair freelance rate, a good amount of regular work for freelancers working events at Google…didn’t have any bad experiences",,
5.0,Fun place to work,"Software Engineer (Former Employee) - ca - July 19, 2022",Great company. I would tell anyone to work for that wonderful company. Just work smart and not hard. I like working there because they offer so much opportunities.,,
5.0,Google/Udacity Web Developer Scholar Program,"Web Developer Scholar (Former Employee) - Remote - July 19, 2022","Since this program was essentially a 4-month long internship, management was very open to answering multiple questions and tapping into the curiosity of scholars. Most enjoyable part was the multiple learning outlets through free courses and virtual luncheons.",,
5.0,So much fun,"Map editor (Former Employee) - Chicago, IL - July 19, 2022","Very fun and friendly environment, nobody is stressed, nobody is rude, managers actually care about your well-being, compensation is amazing, this company is AWESOME!",,
4.0,Productive and Nice,"Accountmanager (Current Employee) - Nederland - July 19, 2022",Great place to work more than I have ever dream of in my life,,
5.0,"Fun place to work, great compensations","Project (Current Employee) - United States - July 19, 2022","When I started working there, it was really fun and engaging, the colleagues helped me in everything, the onboarding was perfect, really good salary and not so much time spent doing tasks",,
5.0,Cleaner,"Cleaner (Former Employee) - Sandbach, Cheshire - July 16, 2022","Pros: Google has amazing technology and great people. I get to build cool tools every day and Google rewards me for my work. Working at Google is an amazing experience and a huge blessing.
Cons: Google zealously embraces progressive politics. Other political viewpoints are unwelcome, especially when it comes to so-called ""culture war"" topics. (so I just don't talk about such subjects at work).",,
4.0,Good,"Software Engineer (Current Employee) - Virginia - July 16, 2022",Beefy good place to work. Lots of opportunity and work life balance. V free food. Free services. Transportations and trains and all other stuff. I have been working here a long time,,
4.0,Its ok,"Rater (Former Employee) - Prague, OK - July 15, 2022","It was ok i enjoeyed it. I was doing it everyday for two years, nice pay, nice place friendly colleagues room for growth and nice caffetwria i would tecommend it",,
1.0,Disorganised,"Software Consultant (Current Employee) - Lisbon, ON - July 14, 2022","This is not a company that values its employees. I would encourage any prospective employee to think twice before joining.
The organization is organized like a bowl of spaghetti, but without flavour.",,
3.0,Good perks,"Software Engineer (Former Employee) - Mountain View, CA - July 12, 2022","A lot of good perks. Whether or not you need them is a different story but a lot of them are nice.

In the end how you perceive it still depends on your manager and team.",,
4.0,Nice,"Intern (Current Employee) - London, Greater London - July 12, 2022","Great please to work as I really loved it there, it was stressful at times but you really feel good by making a difference in the world and continuing to.",,
4.0,"Otima empresa, porem....","Field Sales (Current Employee) - São Paulo, SP - July 9, 2022","Google Cloud e uma empresa totalmente diferente do Google. As lideranças na sua maioria vieram da Oracle e afetou drasticamente a cultura. Lideranças acidas e clima de pressão constante, e a nova realidade...infelizmente",,
2.0,Good for a first job but toxic culture overall,"QA (Former Employee) - Dublin, County Dublin - July 9, 2022","It's ok to start a job in Ireland and there are some progression opportunities that let you get some experience in terms of corporate jobs.

Work environment however is very toxic - little room for errors if you are an agent, negative relationship with the operations team which basically demands a lot and offers little cooperation. There is a lot of ""above and beyond"" culture, but there is very little reward for your efforts.
You can find some great professionals but most of them are leaving the company.",,
5.0,Great to work here,"Software Developer (Current Employee) - Bonifacio City - July 7, 2022","This is a great company! This company is recommended for long term, I recommend fresh graduates here and you will gain knowledge and grow your skills",,
3.0,Good,"Yup (Former Employee) - Yupon, AL - July 6, 2022","Good people, average company
Decent way to make a living. I'm curios how many people work at Google. Seems like it is like most companies, some good and some bad .",,
5.0,Great culture great benefit,"Financial Analyst (Current Employee) - New York, NY - July 6, 2022","Great company to work with, hoping to stay for a long time.

Awesome perks and benefit (6 months paid maternity leave) Free breakfast (many cafes), lunch (many cafes) and dinner (limited cafes) Very good and mostly laid back culture, except for GCP Great salary",,
5.0,Productive and fun workplace,"Sales (Current Employee) - Chicago, IL - July 6, 2022","My coworkers are great and management listens to us whenever we may have an issue. Sometimes the work days can be long, but it's a job so I can't really complain that much.",,
5.0,5 stars,"Account Manager (Current Employee) - New York State - July 4, 2022","What is the best part of working at the company?
Good place to work

What is the most stressful part about working at the company?
Sometimes it is hard to know who you would contact for projects

What is the work environment and culture like at the company?
Inclusive, supportive, fun

What is a typical day like for you at the company?
Loads of meetings and trying to carve out space to work on projects, lots of collaboration",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Good because its google,"Software Engineer (Current Employee) - New York, NY - July 4, 2022","What can I say, its google.
Everything's great and I wish I could join even earlier. Managers are helpful and I enjoy working with all smart people around.",,
5.0,Best company in the world,"data center technician (Current Employee) - Saint Ghislain - July 2, 2022","This is the best company in the world. They promote inclusivity, diversity, innovation,...",,
5.0,Fun workplace,"Store Manager (Former Employee) - Dublin, County Dublin - July 1, 2022",Loved working here had a really good time and learned lots of new things. Made new friends along the way and gained a lot of confidence with that. Really recommend,,
5.0,I have fun time here,"Delivery Driver (Former Employee) - Dallas, TX - June 30, 2022","I like the company, opportunity to grow, learn new things. I like managers and colleagues. Here are cool culture and tasty coffee. I feel here free in my ideas.",,
5.0,5 stars,"Interpersonal Communication • Data Entry (Former Employee) - Cementon, NY - June 28, 2022","What is the best part of working at the company?
Communication and using cognitive skills, the process that allows us to understand and help in problem solving at Google Workspace.

What is the most stressful part about working at the company?
Commiting to a positive attitude helps stop you from being dragged down by unhappy feelings. A positive attitude helps us see the possibility within a situation, while negative thinking norrows our view.",,
1.0,ping pong,"Account Executive (Former Employee) - Farmington Hills, MI - June 28, 2022","great food. chill vibes. you'll knock em dead kiddo!
great parking lot.
loads of security.
great health care benefits.
diverse hr department.
nice atmosphere.
old computers.",,
3.0,Disappointing,"Customer Support Specialist (Former Employee) - Ireland - June 28, 2022","Come for the perks
Leave for Career advancement

Unless you want to be a people manager you won’t advance. Even then you will watch people with less experience move ahead based on friendships",,
5.0,Great Place to work for,"Computer Programmer (Former Employee) - Mississauga, ON - June 25, 2022","Multiple task and a fast paced environement although they do offer a cosy environement to work at can be stressfull but also very rewarding.
Google is a great company for advancement in many departement.",,
5.0,"Fun culture, fun projects, decent compensation","Software Engineer (Current Employee) - Mountain View, CA - June 25, 2022","Many people complain about compensation but its overall a great place to work.
Good projects, lots of flexibility to move around and the people are, for the most part, amazing",,
5.0,Like Riding the Gavitron. Except real life.,"Sales Agent/Customer Service (Former Employee) - Boise, ID - June 25, 2022","The beginning was abit like a daydream. They give you a bunny, a sticker, and make you work. Like a machine. They occasionally provide snacks before the snack stash is overruled by the snack hounds. Then training. Upon training. Upon listening, and more training. I was simply let go because I was hired on with a friend of mine. Never have a clear reason for my termination. Which was abit strange. Great chairs though. And amazing rewards if you actually know what your doing in sales. Phenomenal work culture.",,
3.0,Productive,"Data Analyst (Former Employee) - Palo alto - June 20, 2022",Fun workplace. Very fun to work ilat. Very much fun and proactive. Funny that it's fun to work. Why work is fun is beyond my understanding. But it's very fun.,,
3.0,Looks can be deceiving,"District Sales Manager (Former Employee) - San Francisco, CA - June 17, 2022",Perks that are good come at a price. Are they worth it if you can't undo the stress levels long past having left? It suits younger people who have the energy levels to sustain beyond normal,,
5.0,Good learning experience.,"Office Assistant (Former Employee) - New York, NY - June 17, 2022","I used to work here arranging and fixing rooms temporarily, overall it was a good experience. It was a fun experience as I got to see and experience the Google work environment.",,
5.0,Productive,"Programmer Analyst (Current Employee) - Los Angeles, CA - June 16, 2022","There are a lot of opportunities to innovate, great community with advancement options depending on your field. Can be stressful and demanding, long hours.",,
5.0,good,"Empoyee (Former Employee) - Ar-Rayyān - June 15, 2022","Very good management, workplace culture. I enjoyed being part of Google. It's a good place to gain experiences and expand connections. Totally worth it",,
1.0,Run!!!! Never work here their turnover rate is horrible,"IT Technician (Former Employee) - Venice, CA - June 14, 2022","Google the name is great but management is horrible and racist. I don't have much to say. The interview process was horrible, the pay was beyond horrible. If you're a minority keep looking because if you do get on board your pay will be the lowest and the engineers who are racist will make up anything to get you fired.",,
5.0,Excelente,"Marketing (Former Employee) - Monterrey, N. L. - June 13, 2022","El trabajo es muy bueno, saben dividir entre el trabajo y lo personal así que no te tienes que preocupar por la sobrecarga de trabajo o un trato injusto.",,
4.0,Buena,"Marketing (Current Employee) - Cuauhtémoc, CDMX - June 13, 2022",Es una empresa muy buena con un buen ambiente laboral,,
3.0,"Wonderful place, great people, poor management","Early Childhood Educator (Current Employee) - Mountain View, CA - June 13, 2022",The GCCs were a great place to work before COVID-19 came and they could not bounce back. Now the teachers are over works and INCREDIBLY under paid. Not given any time off to take care of our selves even though they insist on work life balance.,,
5.0,Ambiente laboral bueno,"Marketing (Former Employee) - Ciudad de México - June 13, 2022","Mi desarollo en google fue bueno, me gustaron los servicios que brinda google",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Ambiente laboral tranquilo y organizado,"Marketing Digital (Former Employee) - Edo. de México - June 13, 2022","Me gustaron las instalaciones, son muy lindas y limpias, asi como el hecho de que haya salas para todo ya sea para descansos, para cambiar de ambiente y trabajar en otra parte como distintas zonas para comer",,
4.0,Super,"Marke (Current Employee) - Abidjan - June 11, 2022","C'est pas mal bien payé et un bon esprit d'équipe, et de bon collaborateurs",Bien payé,Stréssant
5.0,Everything and more,"Technical Sourcing Recruiter (Current Employee) - Austin, TX - June 9, 2022",My experience at working with Google through Adecco staffing has been amazing. Every employee has a voice here and the leads go above and beyond to keep the environment respectful yet fun. This role has definitely bolstered my professional profile!,,
1.0,Free food,"Senior Model Maker (Former Employee) - Mountain View, CA - June 9, 2022",Managers pretend to offer support and training but its of poor quality to use as an excuse for your failure to advance and fire you. Coworkers are not as helpful to offer technical support in what we did.,,
5.0,Friendly People,"Software Engineer (Former Employee) - Sacramento, CA - June 6, 2022",I like the people I work with but the work is quite challenging. Benefits are great. The office is really nice and working remotely is great too! I don't actually work at google.,,
5.0,Good,"Software Engineer Intern (Former Employee) - Bangaluru - June 6, 2022","Work-life balance is great.
Flexibility is great.
The pay scale is great.
The benefits are great.
Transparency with the manager is great.
Transparency with recruiters while getting hired can be improved.",,
4.0,Nice place to intern,"STEP Intern (Former Employee) - Remote - June 2, 2022","learned a lot as an intern and was compensated fairly. the projects can feel a little Made-Up at times, but this is probably in large part due to being an intern.",,
4.0,Interns are treated well here,"Software Engineering Intern (Former Employee) - Mountain View, CA - June 1, 2022","Had many great learning opportunities here; I made strong connections with my advisors and felt like my work had an impact. Was provided great direction and the tools needed to perform well. I have reinterviewed with Google many times since then but have not received a full-time offer. Last Google recruiter I worked with was by far the best I’ve encountered in the industry. Professional, polite, uplifting and most importantly extremely engaged in my success during the process.",,
5.0,Welcoming and Friendly,"Field Associate (Former Employee) - Atlanta, GA - June 1, 2022","I enjoyed working at Google. Although it was temporary contract work, I was able to see the country and travel which I love to do. The managers were great and always accomadating.",,
5.0,Great,"Software Developer (Current Employee) - India - May 31, 2022",Great. No worries. Go ahead and join. Google is the best company anyone can look to work in. Talent is given utmost importance here. Work culture is great,,
5.0,AnaIng,"Manager (Former Employee) - California - May 31, 2022",I love the work I do for the google search engine services I love the android platform and I cannot wait to share my experience it is a fun place to be,,
5.0,Un meilleur cadre professionnel,"AGENT DE RECRUTEMENT (Current Employee) - Quebec - May 30, 2022","on peut travailler relaxe. et le contacte entre les agents et la direction est tres fluide.
la Salle de pause est tres séduisante. les bureau comfortable",,
5.0,It was a good job to have in a small community.,"Architect (Former Employee) - San Diego, CA - May 25, 2022","My original manager was excellent, he knew what was going on at all times. He left the office and checked on you, he also made every effort to make employees feel appreciated. He had done the job, he knew that it wasn't always pleasant lugging that mail satchel around in rain, sleet, hail or snow.
The last manager I had, never left the office. She managed by reading emails from headquarters. I have an excellent work ethic, I don't feel the company I work for owes me anything that I don't earn.
The hardest part of the job as a carrier was probably delivering in deep snow, it was very taxing.
The most enjoyable part was when it was sunny and 75, no better job to have.",,
5.0,Environnement agréable,"Agent de recrutement (Current Employee) - Montréal (11) - May 25, 2022",En attente d'une meilleure experience professionnelle et monter en competence,,
5.0,Environnement de travail productif et agréable,"agent de recrutement (Current Employee) - Montréal, QC - May 25, 2022","FUN, Environnement de travail productif et agréable",,
5.0,very easy to use and also very productive,"recruitment agent (Current Employee) - Montreal canada - May 25, 2022",A typical day at work is just like very important because the working environment because you learn a lot and the culture of the worklace is a very enliven enviromment in which everybody fells at ease in what he is doing. the most enjoyable part is when evryone is concerned and help each other.,,
5.0,very easy to use,"Recruitment Consultant (Former Employee) - senegal - May 25, 2022",that a very great firm who have great future i wish it good luck in placement for people working in Canada nowadays help people to have job is a privilege i think so that firm is adapt to this kind of work,,
5.0,Great Company,"Tech process senior associate (Current Employee) - Manila - May 25, 2022","I cant say anything bad about the company but being an employee here you need to be competitive so you can get a high appraisal.

It is hard to get regularized here",,
5.0,Good culture and place to work,"Payroll Human Resources Manager (Current Employee) - Austin, TX - May 25, 2022",Great culture and place to work for entry level. Never a dull moment. They are a very inclusive company not wanting to leave anyone out. Several programs and fun parties for employees.,,
4.0,Productive and fun place to work.,"Contractor (Current Employee) - Remote - May 24, 2022",Productive and fun place to work. People are chill and help when needed. Tasks are exciting and you can learn alot with different tools. Overall it is an above average place to work.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
3.0,productibe,"mark (Former Employee) - New York, NY - May 23, 2022",it was a good workplace. googled many things for google. google has google options and many benifits if you can google well. google with google now it,,
5.0,exclelente Google,"empacadora (Former Employee) - Bogotá, Cundinamarca - May 23, 2022",Mi experiencia es esta empresa fue gratificante. Amé a todo el equipo,,
4.0,Chill and relaxed driving work but little pay. (Google Street View),"Google Street View (Former Employee) - Sacramento, CA - May 22, 2022","Worked for Google streetview and was a cool and relaxed experience. You mostly just drive around with the maps they give you. Once you know how to operate the camera and gear, it becomes easy and straight forward. Every now and then someone decides to flip off the camera but most of the time it's just relaxed driving. The only problem is that they only pay you a little above minimum wage and that it's a temporary job.",,
5.0,Best place to work,"Software Engineering Intern (Former Employee) - Boston, MA - May 20, 2022","Great work life balance, nice tech stack, amazing work environment and supportive team. Not to mention unmatchable benefits suchs as medical insurance. Everything provided is of great standard and they provide you the best in class accessories for the work.",,
5.0,Productive workplace with a lot of amenities,"Janitor (Current Employee) - San Diego, CA - May 20, 2022",The day starts off with being bombarded with productivity. The atmosphere allows for growth of all employees in all positions. Managers are focused on the success of their teams rather than themselves.,,
5.0,Good place,"N/A (Former Employee) - N/A - May 17, 2022","Very good place indeed to work or visit. I would recommend this company. Good place if you're interested in anything stem and such, very good. good place",,
5.0,Focused on solutions,"Tech Specialist/Sales Specialist (Former Employee) - Los Angeles, CA - May 17, 2022","The 6am meetings for a night owl such as myself were meh just to think about but as time went on, I actually looked forward to our Friday early morning meetings. Now if the meeting was in the office at that time, I can't say that I would have grown to love it but... We were on Chromebooks, tablets, and Google meet... All of which they provided, so my meetings like many of my other coworkers were from bed. As for the other task, I totally loved what I did because I felt like I was working with a real purpose in the world. The only part that really felt like work for me was the very long detailed reports that needed to be in by deadline.",,
5.0,Fun,"Entry Level (Former Employee) - San Diego, CA - May 15, 2022",Standard experience basic training fair pay good benefits standard hours worked short time would recommend based off experience workplace is growing often,,
5.0,Really fun place good people and good everything with free food,"Level 6 Manager (Current Employee) - 2nd Floor - May 15, 2022",Everything is super good no complaints always people will just like keep eating food and bringing it home and taking advantage and there are these mini bars that i love,,
3.0,Fun place to work as no great benefits if you are full time. TVcs do not get the same access to things.,"Recruiter (Current Employee) - Mountain View, CA - May 14, 2022",Cons: Poor management and not a good work/life balance if you are a recruiter. You are always trying to keep up with metrics and meet them even if it takes from your personal time.,,
5.0,Focused towards great work life balance,"Software Engineer (Current Employee) - Mountain View, CA - May 12, 2022","What really stands out is the flexibility and work life balance, the perks make your life very convenient which allows you to genuinely have free time after work rather than constantly stressed about having to cook food or stuff like that. Furthermore, there are a lot of perks for learning, which helps further your career and self development.",,
4.0,It's an amazing place to work,"Software Engineer (Current Employee) - Taguig City - May 12, 2022","Great work/life balance. It is one of the few companies that have a consistent work week and pays well. Overall, it is a good company for software engineers.",,
4.0,okay place,"Laborer (Former Employee) - Atlanta, GA - May 11, 2022",this is an okay place to work. i like my coworkers and my job but benefits not great and could be paid more somewhere else for less work most likely.,,
5.0,Take the leap,"Intern (Former Employee) - California - May 11, 2022",This is a great company to grow as a professional. There is a lot of room for growth internally and upper management always has your best interests in mind.,,
5.0,Fun work place,"Receptionist (Former Employee) - Dallas, TX - May 11, 2022","City of Dallas is at it’s worst, leadership isn’t properly trained. Management isn’t understanding how employees need to be treated right. Pay is horrible,especially compared to other citys in the state.
Was this review helpful?",,
3.0,Productive and fun workplace to work on,"Data Entry Clerk (Former Employee) - Canada - May 9, 2022","Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental,",,
4.0,"Love to work here overall, work lift balance, and nice/ great colleagues.","SSE (Current Employee) - Seattle, WA - May 8, 2022","Overall it's good place to work here, and nice manager and talents here.
You can find opportunities internally, grow yourself quickly, learn from more people.",,
5.0,Great place to work,"Internship (Former Employee) - California - May 8, 2022",This is a great lace to grow as a professional. There is a lot of room for growth internally and management always has your best interest in mind. Great experience!,,
3.0,Productive but stressful,"Receptionist (Former Employee) - Paris, TX - May 5, 2022","The workplace itself was good, however management will frequently leer down on you and takes all credit for your own achievements. Very upsetting overall",,
5.0,Dream job,"Software Engineer (Current Employee) - California - May 4, 2022","This is one of the best place to work in the world. I couldn't ask for more. The culture is amazing, the benefits are unbeatable, well that's Google, I'm blessed to be working here",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
1.0,Slave labor,"Labourer (Former Employee) - Washington, DC - May 4, 2022","The workplace itself was good, however management will frequently leer down on you and takes all credit for your own achievements. Very upsetting overall",,
3.0,cool place to be,"Administrative Assistant/Receptionist (Former Employee) - California - May 3, 2022","Good place to meet business contacts and learn about tech. Cool and fun in office perks, but nothing too flashy. Cool and interesting people overall. Schedule flexibility could be better.",,
3.0,Good,"Customer Service Manager (Former Employee) - London, Greater London - May 1, 2022","Working at Google was great working tjeee was fun I enjoyed myself and the staff culture was too much fun pizza all the time and free drinks and days
Off",,
3.0,Company culture and politics,"Data Analyst (Former Employee) - Los Angeles, CA - April 30, 2022","Direct communication style can be seen as ""out of the norm"" at times. Everyone seem to be playing to cooperate dance when it comes to building relationships and it doesn't feel genuine.",,
5.0,"Worked as a contractor software engineer, work time flexibility was great but worker empowerment was low for contractors.","Software Engineer Contractor (Former Employee) - Remote - April 28, 2022","Worked as a contractor software engineer, work time flexibility was great but worker empowerment was low for contractors. Contractors are treated as second-class citizens within Google.",,
5.0,"COMP is insane, great culture","Software Engineer (Current Employee) - New York State - April 28, 2022","""Working at google is the holy grail of all workplaces."" And oh boy did this turn out to be true. Amazing culture, amazing comp, what more can you ask for?",,
4.0,Productive and Innovative work place,"Designer (Former Employee) - Habshan - April 28, 2022",I would absolutely say that my typical day experience at work was very busy but enjoyable. I learned a lot from my co-workers and management and the overall workplace culture is excellent. I would definitely say the job isn't easy but it is worth it.,,
5.0,loved it here,"Project Engineer (Former Employee) - New York State - April 27, 2022","I loved working at google, it was a super fun company to work for, a great environment and I learned a lot while being at the company, amazing management.",,
5.0,Fun and supportive!,"Project Manager (Current Employee) - Mountain View, CA - April 26, 2022","My leadership has been amazing and helped me grow to the point where I am now sharing my knowledge and helping new folks grow into their positions. It's a fast paced work environment, but when your whole team is full throttle, it keeps things exciting and rewarding!",,
5.0,The employees are great and pay is too,"Computer Technician (Former Employee) - Pryor, OK - April 25, 2022","The employees there are amazing, the environment also amazing. My immediate supervisor not great but everyone else is amazing. The manager wasn’t all that clear on training but otherwise people there are great",,
4.0,productive work place,"Student (Former Employee) - Lakeside - April 24, 2022",not what you would expect but great. High traffic with lots of opportunities. Great management system to ensure all task had been dealt with. Luxury on your creativity work style.,,
5.0,Good,"Sales Associate (Former Employee) - Mountain View, CA - April 23, 2022",Good great wonderful!!! No cons great pay benefits good. I don’t think there’s other companies with free food and free gym everyday as well as a lot of space to work.,,
5.0,Great place to work,"Program Manager (Former Employee) - Tel Aviv, Israel - April 22, 2022","I loved my time working at Google. Delicious food, smart and friendly coworkers, and great culture.

The TGIF weekly Happy Hour events were great for bonding with fellow Googlers.",,
4.0,All depends on your team!,"Recruitment Marketing Specialist (Former Employee) - Austin, TX - April 22, 2022","I originally started at Google in the sales department. This particular team held an environment that was toxic, hostile, inferior anxiety inducing. The management was dysfunctional, superior and misleading. However, switching to the HR department, my experience was night and day. I had a phenomenal department head who was a leader, a friend and an encourager. This trickled down to the management and team support. Very welcoming, inviting, encouraging and understanding of work like balance. Had I left Google with just the sales experience, I would have blamed the entire Google culture for a poor experience which is not the case. Like most places, it all depends on your team and management!",,
4.0,"fast-paced, minimal management","Litigation Paralegal (Former Employee) - Mountain View, CA - April 21, 2022","learned a lot on the job, the learning curve is based on your manager and the team you're on. there's a lot of room for growth due to the fast-paced environment",,
5.0,As you see,"Designer (Current Employee) - US - April 21, 2022","Good employee friendships formed. Management can be petty but to be expected. Unsociable hours but you know rota before starting so cant complain.
Average money but easy work.",,
5.0,Productive and fun workplace,"Software Engineer (Former Employee) - Singapore - April 21, 2022",It was a fun and interesting experience. Lots of handson and i truly learn a lot. It was an invaluable experience working with my team and i have grown,,
4.0,Ottimo,"Consulente (Former Employee) - Milano, Lombardia - April 19, 2022","è una realtà che merita.
Consiglio di provarci a tutti.",,
3.0,Fun place to work but leaves you feeling paranoid.,"Cloud Platform (Current Employee) - Remote - April 19, 2022","Google is one of those dreams everyone hopes to fulfill. It’s great the first year or two. But getting promoted is really a punishment. Yeah you get great benefits and decent pay. But management is hit or miss. You have a 50% chance of getting a toxic boss. And I mean bosses that make you feel like your life should revolve around them. It’s not micromanaged but more like a cult where you get sucked into the culture and feel guilty for ever looking for something better. They have kids and pets and family that you get emotionally invested and it’s hard to pull yourself out of a culture like that.

You never know if an award is really an award or a way to manipulate and control you. Like I did this for you and you owe me now. It’s an emotional debt you can never pay. When you have a great boss, you feel the same level of paranoia where you aren’t sure if it’s corporate gaslighting culture or you aren’t appreciative enough.

Tread carefully with this company.",,
5.0,Great company to work for!,"Quality Assurance Specialist (Current Employee) - California - April 19, 2022",One of the best companies to work for overall. Very stable company and provides opportunities for career advancement. The culture is great too where they help you to succeed in your role.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Productive and enjoyable workplace.,"Assistant Manager (Former Employee) - Office - April 15, 2022",Productive and enjoyable workplace. Thoroughly felt that my work was enjoyable and managed to learn a lot during my time there. Would highly recommend.,Good pay,High expectations
5.0,"great place, excellent people","UX Designer (Current Employee) - Remote - April 13, 2022","As a junior role, you can learn a lot form these excellent people. And it is a large company with thousands of resource that people can reach and learn.",,
1.0,Unique workplace,"Manager (Former Employee) - Mountain View, CA - April 13, 2022","Contingent workers are disrespected, overworked and looked down on. Considered lower caste. Mundane repetitive tasks. Most managers are clueless on how to do their jobs.",,
5.0,Best Workplace,"Software Engineer (Current Employee) - Mountain View, CA - April 12, 2022","Google is a great work place. They pay well and respect their employees. Team change is flexible, your manager can stop your moving if your tenure in the current team is more than a year. You can make impact doing what interests you. This makes Google the best place to work",,
4.0,Great benifits,"Software Engineer (Current Employee) - Boston, MA - April 11, 2022",Great pay and benifits! Plenty of vacation time and great office space. Getting a promotion can be difficult due to needing community contributions and having done high profile work.,,
4.0,"Good pay, limited growth, a lot of bureaucracy","Program Manager (Current Employee) - Mountain View, CA - April 11, 2022","Company pays very well and has a lot of benefits and perks. Took good care of employees during COVID.
The problem I see is with the reward system - focus shifts to the creation of multiple forums and presentations to get visibility from management instead of focusing on the problems.",,
5.0,Great workplace,"Senior Data Analyst (Former Employee) - San Francisco, CA - April 9, 2022",Great workplace. Can't complain about working here. Apply ASAP if you see an opportunity to come on board. Great culture work life balance compensation and all that!,,
4.0,Really great place to work,"Software Engineer (Current Employee) - Bangalore, Karnataka - April 9, 2022",Really good colleagues and smart people to work with. The work satisfaction is very high as your work will be used by millions of people around the world.,,
1.0,Not fun if your a janitor,"Janitor (Current Employee) - Ann Arbor, MI - April 8, 2022","Janitorial service is working with broken equipment, short staff, overworked, underpaid.
We keep the place spotless, it couldn't function without us.
Management is incompetent and disorganized.

Why don't they use a local company instead of contracting with a company in Ohio, who then contracts with a company in Indiana.

Would love to know what those contracts look like.",,
3.0,Productive I personally enjoy it and I think it fits me thanks you. Even though I worked there for 2 years I believe it helped me grow,"Technician (Current Employee) - Erie, PA - April 7, 2022",It’s fantastic I enjoy it thanks for asking. Productive I personally enjoy it and I think it fits me thanks you. Even though I worked there for 2 years I believe it helped me grow,,
5.0,Culture is King,"Manufacturing Product and Test Engineering Intern (Former Employee) - Sunnyvale, CA - April 6, 2022","I won't be the first to tell you that interning here is a dream. I absolutely loved my time at Google and everything was honestly great. I only really have 2 complaints:
1. My manager seemed to be new to management so he wasn't as helpful as he could have been.
2. If you're open about being religious (Christian in my experience), some may ostracize you for it. I was open about my religion but made a point to not push people about it. I ended up being avoided by some other interns and several people who were not on my immediate team which is disappointing but honestly expected.",,
3.0,Fine workplace,"Production Worker (Former Employee) - Philadelphia, PA - April 5, 2022",Fine. Enjoyed work but could grow in other places. Did not agree with their values but the work environment was fine. Not a bad place to work but I am moving on,,
3.0,Tgif,"Data Technician II (Former Employee) - Lenoir, NC - April 5, 2022",Not a place where you would think is a good place to work. Way up in the mountains area. Not much of anything to do there. But if it snow its a lot to do during that time,,
