,pros,cons,rating_number
360,Some friendly colleagues that sympathize with you since we’re all in the same hell hole. Free food.,"Not even sure where to start. This is a place for cold hearted managers with little experience in leadership. The policy of “unlimited time off” equates to “no time off” as any form of vacation comes down to the whim of your manager. Best of luck trying to convince any manager here to let you take time off. You’ll be working 24/7, with no work-life balance. I wasn’t even able to take long term maternity leave, as my boss explicitly said that if I took that much time off, I’d be lucky if my job was still here when I came back. Tried to speak to HR, and they said it was my boss’s right, and remember that all employees are at-will!

Stay away from Netflix at all costs. You’ll be selling your soul to the devil!",1.0
361,"Pace allows for learning, opportunities to collaborate.",There is a meme around diversity and inclusion.  This is something that has been so over the top it feels inauthentic.  It feels quota based.,2.0
362,really great company to work for,no issues with the company,5.0
363,Benefits are amazing. They hire amazing talent,Lacking growth opportunities in current position,5.0
364,Great pay and benefits and overall compensation,If your willing to work unlimited hours it’s the perfect place for you,1.0
365,Flexible time hours and happy atmosphere,"I am completely happy in the company, I didn't have seen any",5.0
366,"- Pay. Unequivocally the best in town. Full stop. 
- Travel & Expense Policy. Nowhere else will you be allowed to effectively do whatever you want, with limited oversight and an occasional audit. Need to fly business? Book business. Need to stay in a swanky hotel. Stay in said swanky hotel. Just don't abuse it.
- Uber/Shuttles. Pre-Pandemic, of course, the company Uber account to/from work is a nice touch, though it's not great they add it to your taxable income without telling you about it. They also have shuttles all over LA to pick you up and drive you to and fro.
- Family Planning allowance. Real big high five for the $75k contribution to family planning, fertility, what have you.","- So. Many. Feelings. Good lord, be adults and do some actual work.
- Meeting-heavy culture. Every 30min chunk of your day will be full and you will get nothing done. Prepare to turn on and work late once you've eaten dinner or your kids go to bed. They know it and do nothing about it.
- Work life balance. You have no life anymore, there is only Netflix.
- Reorganizations are constant. If you want a comfortable existence in your role this is not the place for you.
- Leadership changes are constant. Since senior leadership does very little in the day to day work of building campaigns or managing talent, they make their hay moving people around the chess board like little pawns to justify their existence and politicking to get Ted's ear. It's gross, and the string of senior marketing departures validates its grossness. 
- Content is king. The Content Org that is. They can spend 20billion to make content, while Marketing panhandles on the side of the 101 for loose change to cut trailers, execute photo shoots, or do anything innovative. 
- Campaigns are teeny tiny. Unless you're a Ryan Reynolds movie, Stranger Things, or Bridgerton, you aren't getting a campaign; more a loose collection of assets geared toward keeping your talent happy. So if you're looking to build big, integrated, global campaigns, this likely isn't the place for you. Which is hard because...
- Ted promises talent a lot! So the Content and Marketing teams are between a rock and a hard place, as no one wants to tell them they aren't getting real campaigns, only token media spends and creative budgets.
- God help you if you work on a Season 2 or Sequel+. You're working with pocket lint and thoughts and prayers for resources. 
- The Culture. For a company famous for its Culture Deck, they've really let it fall by the wayside in most departments. Gone is critical, real time feedback. Gone is the pro sports team mentality. Gone is any real sense of Risk Taking or Innovation. It also is whatever anyone in Senior Leadership or HR says that it is to achieve whatever reorg or budget shortfall that's coming.
- There's no upward mobility and very little that goes into training/development. Raises are non-existent unless you go get an offer from elsewhere, in which case you're playing Russian Roulette with the ""Keeper Test."" 
- Redundancy. There are 6, maybe 7 departments that output creative? It's inefficient and it causes a ton of duplicative work.",2.0
367,Everyone made their own decision so fast. I loved it. Most of coworkers were very competent and they worked so hard.,I hate post mortem. It makes everyone annoyed.,3.0
368,I like what the company stands for. The leadership (Reed and Ted) are upstanding people who we trust to keep the company moving in the right direction.,"The health benefits for employees with a family could be cheaper.

Yearly Comp assessments are not equal across the board. Some employees with more generous hiring managers get (higher) increases each year while some with scary hiring managers don’t.",4.0
369,The job was very good.,I do not have complaints about the job.,5.0
370,"Love this place, free membership",This place has far exceeded my expectations.,5.0
371,"Stunning, selfless colleagues who are a joy to work with. Almost everyone is incredibly bright and a true team player.","Sometimes certain industry folks are brought in by leadership because of their expertise and track record, even if they are not in line with the company culture. They can be extremely damaging as they embody values that Netflix is supposed to condone: abuse of hierarchy, taking credit for other people's work, lack of transparency, etc.",4.0
372,"- All cash compensation
- unlimited pto","- culture is gone: lots of layers, politics and processes
- no room for growth: working on small projects with minimum impact
- stagnating product: no major improvements while the competition is catching up
- stagnating stock price makes compensation less appealing compared to other companies when investing in stock option program
- huge premiums for health insurance on a family plan",2.0
373,"Everything changes, all the time. This mean's it's never too bad for too long - and it also means it's never fantastic for too long either. As long as you're willing to ride the wave, it's worth it.","Work life balance is very hard to come by here. Setting boundaries is not rewarded, and the competitive culture can be brutal, if not supplemented with collaboration.",4.0
374,"Netflix truly cares about its employees. The culture is lived and breathed, not just words on a wall. Transparency is practiced daily. Best place I've ever worekd.",None I can think of,5.0
375,Overall work life balance is great!,I don’t have a con comment.,5.0
376,"Openness, freedom, some great colleagues, pay. Great for mid senior engineers.","Politics everywhere. Only average engineering. Very good engineers can get fired for a made up crappy reasons when their managers didn't like them for whatever reason. Very limited career growth for more senior engineers (it is much easier to grow as a manager, higher engineering levels are extremely limited).",2.0
377,Free Netflix account and ample time off,I watched too much Netflix,5.0
378,"Very interesting problems to tackle, nice benefits","Intense workload, a lot of pressure",4.0
379,"Good comp, great colleagues and projects","Very stressful environment, everyone is expected to be their best",4.0
380,"Inclusion, diverse, high performance, smart, & professional","Competitive, fast-paced, quick, & lots of meetings,",5.0
381,Freedom to make product without interference.,None that I can think of.,5.0
382,"Working for Netflix was exciting, exhilerating. People take pride in their work and the product the company sells. It's creative and you're not questioned for every $5 that needs to be spent. The focus on work/life balance is amazing.","For all the talk of relationship building and transparency at the organizational level, peers often do not share information openly. Getting clear answers was often like pulling teeth. It also felt like a cult at times, hearing everybody use the same jargon - whatever the current lingo is that came Reed Hasting's mouth - was a little disturbing.",4.0
383,the cash compensation is awesome,"The people
The management is clueless",3.0
384,"The motto ""Freedom and responsibility"" is deeply lived at all levels of the organization.","Because individuals are responsible for their own career development, it can be somewhat difficult to advance into different positions.",5.0
385,Bcoz of if u like cinema or movies . And also work environment,Bcoz all like of software engineer it's boring,5.0
386,"Friendly, accommodating, fun, creative, energetic","Long hours, demanding, over worked",4.0
387,Exciting to be at a company leading the industry,"Failure to properly scale as the company grows has led to an abandonment of most of the core principles that made the company a great place to work. Many of the top execs are overpaid and have turned into unpleasant people, and many of the film world people hires aren’t the kind of people you would have found there 5 years ago. They are losing their culture and it’s sad.",2.0
388,Great company to work for,The drive was long for me,4.0
389,"Creativity, freedom, friendliness, good money",I have nothing to say yet,5.0
390,"Good benefits, great people, cool lunch",too many work hours in the week,5.0
391,"Projects typically cover health insurance when you work 3+ months
Lunches are provided
Crafty and snacks are provided in the office","Work 12-16 hour days with short turnarounds
Do not get x1.5 rate for 6th day, just standard day rate
No vacation days",4.0
392,really great company to work for,no issues with the company,5.0
393,"small team, adult animated show, brand kept hand out of business and allowed our team to make the best product with the budget. amazing learning opportunities to start in film/television.","no benefits, no job security, long hours. industry is built on trust/gig system. above the line makes the most money.",3.0
394,there's lots of content to work with,numerous memos and responsibilities outside the usual duties,4.0
395,Benefits are amazing. They hire amazing talent,Lacking growth opportunities in current position,5.0
396,"The perks are a temporary fix. The leadership in many of the verticals walk the talk of the memo. I believe the intention of the memo is admirable however, it needs to be refreshed to ensure it still applies to what Netflix has evolved into.","Poor culture. The c-suite has no idea how poorly teams are being treated. People are encouraged to speak out (Candor) but then are retaliated against and ultimately don't pass the ""keeper test"" for reasons that leave Netflix exposed to litigation.  Hence, the ""generous"" severance. 
Very subjective w/no accountability. 

Netflix does not provide opportunities for professional development to all employees. Only a select few get approval. The D&I initiatives are watered down. That team is focused on its individual, personal endeavors and private businesses instead of Netflix.",1.0
397,"1. Little red tape
2. Compensation
3. Freedom with expenses, travel, WFH
4. Communication flows extremely well throughout the organization","1. The feedback I got was only positive. So, I did not experience 'we tell people things to their face'
2. Internally strong leadership is defined as 'have you let anyone go' rather than showing good judgement and making good decisions
3. Managers have no prior experience and lack people skills. 
4. In data science,  it seems to be about writing papers than having business impact. The system is optimized towards presenting in monthly and quarterly meetings than creating actionable recommendations. 
5. Sourcing team is incompetent and as managers you have to do your own sourcing. They are far worse than Amazon and Facebook. 
6. There is no growth position wise for individual contributors. This is a consequence of having a flat structure. 
7. Disagreeing with a VP who has limited visibility into your group can be fairly negative. As managers showing a back bone can be negative. It's encouraged in the document but not advisable in practice.",3.0
398,Flexible time hours and happy atmosphere,"I am completely happy in the company, I didn't have seen any",5.0
399,"So much to learn, great team members, very friendly and diverse environment. Free meals and snacks. Free shuttles, unlimited vacations. A space for growth in certain teams.","Cut throat environment, Netflix culture in the globalization team was discussed but not seriously implemented. Fear from the team leadership. Hard to maintain work-life balance. Could be extremely stressful due to lack of support from management.",3.0
400,The job was very good.,I do not have complaints about the job.,5.0
401,great culture and a lot of talent,pretty stressful for peer pressure,5.0
402,It’s a cool culture to be in. It’s a very free place to work but deliverables we’re still expected.,There were no cons: COVID,5.0
403,"Great culture, you can really learn a lot from smart people, you get smarter faster","Over time, you realize it is still a corporate job. If you are looking for something not corporate, you may need to move on. The culture can also keep you always on your toes and it can be tough if you don't know where you stand.",4.0
404,"The engineers at Netflix are superb and brilliant. They are, almost to a person, ethical and collaborative, intelligent and helpful without the attitude and condescension that has come to epitomize the valley. They built this amazing platform that has redefined entertainment.","The company has a blind spot when it comes to racism by its senior leaders, who are directors and up, especially in the legal and PR teams. The public revelation of a leader who was not fired even after using the ""n word"" is not an aberration but part of a pattern. These problems are non-existent in the diverse engineering org, but prevalent in non-technical teams that are fairly monochromatic.",2.0
405,"good benefits, pay ok but don't expect to be paid super well they will low ball you",Upper management doesn't really live by the culture memo at all. I would also recommend talking-to POC and see how,1.0
406,cool environment to work in,Management pretends to care about you but they really dont. I was let go due to another persons screw up - workforce management changed my schedule to come in half an hour earlier but the employee helping me didnt confirm and another employee that took that over (because the first employee was off) finished updating my schedule however they changed it to come in an hour earlier I wasnt able to check because you arent allowed to access your work email at home. I showed up at the time i thought i was scheduled and noticed my time card was messed up. I reached out to my manager and she told me not to worry about it and everything was fine. I show up the following week and get fired in front of my entire team... She handed me a box and told me i was 30 minutes late and thats unacceptable. They fire people in front of their entire team all the time it is so messed up and embarrassing.,1.0
407,Get to work on exciting problems in content delivery,Stressful and occasionally taxing work environment,4.0
408,"Compensation, work/life balance, time-off, management",California cost of living etc,5.0
409,Freedom and responsibility culture is indeed that. Lots of space for an engineer to grow.,"None really .. if you are looking for somebody to tell you what to do on a day to day basis, this is not the right place for you.",5.0
410,I liked the work schedule and the fast paced environment.,Everyone didn't always practice the core values that I was trained with.,4.0
411,"Awesome mission statements, really pushing the needle for entertainment.",Insane work hours. Stress levels can be pretty high.,5.0
412,great team and good benefits,lots of hours to work,4.0
413,good pay with high talent density,"highly competitive
work around the clock always",5.0
414,good compensation and flexible working hours.,"Just joined for a couple of months, and haven't found obvious problem yet.",5.0
415,"Great pay, travel, transparency, free food.",Everyone looks out for themselves.,3.0
416,"The culture at Netflix, in my experience, has been incredibly empathetic. Especially, during this last year and a half.","It may not be for everybody, but personally I love it",5.0
417,Good benefits and upstanding work enviornment,Long work weeks and low amounts of time off,5.0
418,"- You will have very talented co-workers. There are a ton of incredible artists that are at the top of their fields in every department and on every show 
- Great pay; well above competitors in the industry
- Great opportunities to work on fresh projects","- Terrible work/life balance
- Very heavy workload
- You will undoubtedly work very, very long hours (including weekends)
- Although the pay can be very enticing, I would not recommend this company to other artists because of the aforementioned reasons. There are many other reviews on here citing the same grievances. Most artists seem to burn out pretty fast here. The salaries can be very alluring, but there seems to be very little concern for the health and well being of the artists in a genuine way",2.0
419,The teams are super smart and motivated. The company really leans into diversity and inclusion and the pay is excellent.,"If not careful, it can be all consuming. Netflix is a culture of memos.",3.0
420,"* Great people, who are generally high performers and nice
* Work environment is not political or cutthroat
* A lot of personal autonomy, especially for ICs
* Cool company that has clear values","* Most work is fairly independent, which can be isolating",5.0
421,Netflix is a progressive company on the frontier of storytelling,The production schedule is often very fast-paced with extremely tight turnarounds,5.0
422,"Pays well, generous benefits (especially if you're looking to have a kid), cool offices and good snacks","Workday is 24/7, re-orgs are constant, feedback never stops, they fire for sport, employees are afraid to take vacations because they'll fall so behind and hot desking are some of the reasons why my life has been so much better post-Netflix",2.0
423,"Amazing comp, some really great people, good work-life balance, emphasis on employee empowerment and autonomy, wonderful offices (except those LA elevators).",Consensus across groups or orgs can be really challenging. Growing pains around maintaining culture at scale are a problem. A few people believe they are far stronger at their role than they actually are.,5.0
424,"Top of market pay philosophy, 401K match, great health, vision, and dental insurance. Best colleagues you can hope for in most instances.",The salt lake office was moving in a great direction for the first year and a half. However things have begun to backslide due to the lack of effective leadership and the hinderance of their ability to make necessary changes. There is a culture of fear that is exacerbated by the incompetent leadership of the acting OM.,3.0
425,"Good pay, good benefits. Really smart people.","I loved working here, but once the switch Chief Product Officers it was all downhill. Condensing, judgmental, and egotistical would describe the current leader best. The exact opposite of the man he replaced. The company has also completely moved away from being a tech company and is officially a studio/entertainment company and the engineering team doesn't get the respect that they deserve. Now that the company is going to be lead by two CEOs (what a joke), it will only get worse, as the co-lead cares 100% about content and self promotion.",2.0
426,"Flat org, single product, data driven","Culture used to be real, now the memo is just a shrine. Performance reviews are highly subjective. Candor can get you a severance. Senior eng leaders have been too long at their roles, and are behind cloud tech. Teams are bloated and talent density is getting seriously diluted. Comp is excellent for average engineers, and average for excellent engineers. No career path for IC's who do not want to manage people.",3.0
427,Pays a lot. Solid product and provides a great service,Culture is a bit cut throat.,4.0
428,"Good compensation, generally a good work culture.",Volume is really high. Can be a 24/7 job.,5.0
429,Pay is amazing and there is a lot of exposure,It's extremely cut throat with a lot of overachievers,4.0
430,Unique culture with freedom and responsibility,High paced high performance environment,5.0
431,Lots of freedom and responsibility. I trust the leadership.,The streaming market is getting saturated and the space is capital heavy,5.0
432,"So much to learn, great team members, very friendly and diverse environment. Free meals and snacks. Free shuttles, unlimited vacations. A space for growth in certain teams.","Cut throat environment, Netflix culture in the globalization team was discussed but not seriously implemented. Fear from the team leadership. Hard to maintain work-life balance. Could be extremely stressful due to lack of support from management.",3.0
433,Exciting to be part of an industry game-changer,"Long work hours, including weekends",5.0
434,Good. Very good. So good.,"Not enough bad, which could be really bad for some.",5.0
435,"Very upbeat, friendly, creative environment for everyone. The always strive to push you pass what you think are your limits and help you to grow professional and creatively.",I don't have any con's from my experience while working there.,5.0
436,good experience for people that want to do sth in filmmaking,"not sure, so far so good",5.0
437,"Great culture, you can really learn a lot from smart people, you get smarter faster","Over time, you realize it is still a corporate job. If you are looking for something not corporate, you may need to move on. The culture can also keep you always on your toes and it can be tough if you don't know where you stand.",4.0
438,"The engineers at Netflix are superb and brilliant. They are, almost to a person, ethical and collaborative, intelligent and helpful without the attitude and condescension that has come to epitomize the valley. They built this amazing platform that has redefined entertainment.","The company has a blind spot when it comes to racism by its senior leaders, who are directors and up, especially in the legal and PR teams. The public revelation of a leader who was not fired even after using the ""n word"" is not an aberration but part of a pattern. These problems are non-existent in the diverse engineering org, but prevalent in non-technical teams that are fairly monochromatic.",2.0
439,"good benefits, pay ok but don't expect to be paid super well they will low ball you",Upper management doesn't really live by the culture memo at all. I would also recommend talking-to POC and see how,1.0
440,"If you are keen to learn new technologies, this is one of the companies that embrace cutting-edge technologies.",You need to keep up with the super-fast-paced environment. The organization can change multiple times within a year. Prepare to get cut anytime when the re-org happens or even no re-org.,4.0
441,"Learning so much about the industry I want to go in, and being trusted with more tasks when I prove myself.","Since everyone operates at such a high caliber, it can sometimes feel like you’re defined more by your mistakes than your successes. 1:1’s with management are helpful for constructive criticism if you’re worried about this.",5.0
442,"Swag, free lunches, free parking","In Hollywood, not a great location for commute",5.0
443,Like it a lot wad an extremely,Horrible time there really weird,4.0
444,Exciting to work for a company that's pushing entertainment forward.,I have a longer commute than I'd like.,5.0
445,"Great management, great community, great ethics.",They outsourced all of their customer service to the Philippines and decided to care about metrics over service.,4.0
446,"max freedom, impact oriented, good pay",not good if you are early in your career track as they expect 100% professional maturity,3.0
447,"Good pay, freedom and responsibility - no micromanagement, flexible schedules, unlimited vacation - great parental leave policy, amazing colleagues -- smart, innovative thinkers","Lots to keep up with (though the fast pace and the complexity of the work is not necessarily a con, per se)",5.0
448,Great benefits 401k good starting salary community,Overtime as long as ours little sleep,4.0
449,The culture is definitely a pro for me. The freedom we get at Netflix makes you feel as you are your own boss at times which is motivating to work for.,The pressure of working for such a successful company with top talent in the industry. Which is not the worst con.,5.0
450,"Great company culture, top compensation, best-in-class coworkers",High expectations and high stress,5.0
451,"- Interesting engineering work
- Good internal infrastructure
- Good culture for people who love to build and deliver results.
- No hierarchy among engineers. Each engineer is expected and trusted to deliver their projects without supervision.
- Freedom and responsibility
- Opportunity to participate in opensource, conferences, and write blog posts.",No significant con worth mentioning here.,5.0
452,Generous Paid Time off hours. A great environment to grow if you are willing.,"Relative flat structure. Depending on the position, it might be difficult to get promotion title-wise.",5.0
453,Getting to brag that you work here to your peers,"Long hours, no raises, no loyalty",1.0
454,"Fun, a lot of perks, a lot of challenges","A lot of work, must be willing to work hard",4.0
455,Flexible working conditions and supportive structure,Project is chaotic and changes on a dime,4.0
456,An independent working environment with a great salary and great benefits,A cut-throat culture where you either immediately fit in or do not,3.0
457,"Great pay, perks and benefits 
Once the office opens again if ever - they have great selection of food
No ego","The high stress workplace is real and true. We called it “Netflix and Drill” opposed to Chill. Employees on your team are not afraid to give you feedback which is encouraged in the workplace. Whether you are an assistant giving feedback to a director or the other way around , everyone is more or else walking on egg shells. 

Very little training and everyone expects you to be a top performer. There is the expression “drinking from the fire hose” , literally blasting you with information everyday. I was expected to support a director running a 15 person team perfectly after 1 week of questionable training. 

Also the hiring process was deceiving - they promised a great role with salary which has different benefits than hourly employees , then proceeded to demand references including my employer at the time BEFORE sending me their offer. I had to basically announce I was leaving to my former boss of over 2 years (with no choice) before even having an offer letter and they then had the audacity to reduce my role and benefits to an hourly role with brief apology. I had to take it and was laid off 5 months later...",3.0
458,"Great compensation, amazing benefits, fun perks like swag, incredible culture",Not for the lazy or light of heart. You're gonna work HARD!,5.0
459,The amount of professional and personal growth I’ve experienced at Netflix is incredible. You will thrive here if you love being challenged and always aim for excellence in the work you do.,Reorgs are frequent and I’ve seen some great people leave because of them.,5.0
460,"Creative license 
Non toxic work environment
Compensation 
Leadership trusts you","Very demanding
Lots of reorgs
Fear of termination",5.0
461,"Good pay, good benefits. Really smart people.","I loved working here, but once the switch Chief Product Officers it was all downhill. Condensing, judgmental, and egotistical would describe the current leader best. The exact opposite of the man he replaced. The company has also completely moved away from being a tech company and is officially a studio/entertainment company and the engineering team doesn't get the respect that they deserve. Now that the company is going to be lead by two CEOs (what a joke), it will only get worse, as the co-lead cares 100% about content and self promotion.",2.0
462,"Flat org, single product, data driven","Culture used to be real, now the memo is just a shrine. Performance reviews are highly subjective. Candor can get you a severance. Senior eng leaders have been too long at their roles, and are behind cloud tech. Teams are bloated and talent density is getting seriously diluted. Comp is excellent for average engineers, and average for excellent engineers. No career path for IC's who do not want to manage people.",3.0
463,Pays a lot. Solid product and provides a great service,Culture is a bit cut throat.,4.0
464,Pay is amazing and there is a lot of exposure,It's extremely cut throat with a lot of overachievers,4.0
465,"Great benefits and compensation, a very dynamic and innovative working environment, company culture cannot be beat, healthy work/life balance is a strong focus",Advancement opportunities within the company are fairly limited in the SLC area,5.0
466,"Amazing peers, great product and content, compensation is well above market","Cutthroat environment, unsustainable volume of work, inconsistent work experiences across teams",2.0
467,"Netflix not involved. Dependent on budget, and this project was independently financed apart from Netflix.",Not enough money. We weren't allowed pay for overtime even though we did plenty of overtime.,3.0
468,Fast paced and learned alot,Ther can be alot of turnover,4.0
469,Inclusion and diversity initiatives are strong,Job stability in the long term is lacking,4.0
470,"Great people, desk accommodations, helpful supervisors.",Pressure to keep call times down.,4.0
471,"Great Benefits, Good Pay, Great Vacation, Incredible learning opportunity, Incredible access/transparency, Great people, Great mission","Not a great life/work balance, Steep learning curve, Training processes could be improved, No clear path for advancement",4.0
472,"If you are keen to learn new technologies, this is one of the companies that embrace cutting-edge technologies.",You need to keep up with the super-fast-paced environment. The organization can change multiple times within a year. Prepare to get cut anytime when the re-org happens or even no re-org.,4.0
473,"Great leadership, open communication, flexible time off policy, competitive pay, everything and ore you'd expect from this company.",none that I can think of,5.0
474,Like it a lot wad an extremely,Horrible time there really weird,4.0
475,"Very good leaders, had a good learning experience",Work life balance is what you make it,5.0
476,"Culture (freedom & responsibility, context not control)",Compared to other companies I can't think of any,5.0
477,"Lots of benefits, great pay, flexible workplace",Hard to move up or to another department,5.0
478,"Great management, great community, great ethics.",They outsourced all of their customer service to the Philippines and decided to care about metrics over service.,4.0
479,"* ""Freedom & Responsibility"" is a real thing, and is embraced by the entire company
* Culture deck is taken seriously, and is a construct that everyone is constantly aligned around
* Active & helpful employee resource groups
* Interesting problems to solve, interesting industry, brilliant colleagues, lots of insights
* Work/life balance is a real, attainable thing here
* Unlimited PTO is respected
* Excellent pay
* Everyone has a proactive mindset and is always willing to reflect and iterate on ""why"" we are doing what we're doing","* If you yearn for that close-knit team feeling, you may not find it here depending on which team you wind up on. Everyone's awesome to work with, but outside of getting things done, it can be hard to feel a real sense of camaraderie. I think this is a by-product of having a culture of ""Freedom & Responsibility"", wherein the company isn't forcing initiatives and events and whatnot upon you, so if you want to do something with your team, it's really in your (and your team's) hands to get it done.

* Since there's no strongly enforced standardization of technology stacks, they can be very disparate from team to team, which can lead to duplicate efforts, or implementations that are too tightly coupled to its use case, making it hard to reuse much of what exists.

* LA office feels  h e c t i c.",5.0
480,"max freedom, impact oriented, good pay",not good if you are early in your career track as they expect 100% professional maturity,3.0
481,Great benefits 401k good starting salary community,Overtime as long as ours little sleep,4.0
482,"I might be biased since I recently joined, but I am using my fake name so I have no reason to make stuff up:
-Founder by Stanford CSMS graduate, so it's a tech company by heart.
-Amazing tech(it's not just ""microservice"" although Netflix was one of the first companies who introduced that level of scale""
-What's even better - each team can use their own tech, whatever is the latest a greatest to solve a particular problem
-Netflix is  growing like crazy and not just in terms of revenue, but in terms of product and business cases
- Interview process focused heavily on the culture which means you'll most likely work with the amazing people surrounding you.The environment encourages you to be a better version of yourself, which is far from the case in many places and often the opposite of that.","-if you are looking for a stable job for next 5-10 years and you are in your late 40th, and don't constantly want to learn something new and you want to work 9-5 if might not be a job for you. But everyone at the company is very transparent about it ahead of time.",5.0
483,"Amazing leadership from the top down.
Freedom and Responsibility. No micromanagement - There's general trust between managers and employees. Just get to focus on doing great work.
Company culture really lived and breathed.
Focus on feedback - it is truly a gift. Feedback comes from a good place and people want to see others succeed.
Proactive and compassionate response to global/national issues i.e. COVID-19, LGBTQ, and Black Lives Matter
Being able to work with stunning colleagues who are the best of the best in the industry!",I have none. I wouldn't want to ever be at another company unless I started my own. Netflix is home to me.,5.0
484,Getting to brag that you work here to your peers,"Long hours, no raises, no loyalty",1.0
485,Effective communication and fast moving projects.,Projects are short for freelancers.,5.0
486,"Fun, a lot of perks, a lot of challenges","A lot of work, must be willing to work hard",4.0
487,"unique culture, lots of senior/experienced talent","""small"" company still getting mature",5.0
488,Flexible working conditions and supportive structure,Project is chaotic and changes on a dime,4.0
489,"20 years, global and yet still runs like a start up.",An agile global company comes with constant change. Start ups can adjust to change fairly rapidly. The challenges of adjusting in a larger global company can be more acutely felt.,5.0
490,An independent working environment with a great salary and great benefits,A cut-throat culture where you either immediately fit in or do not,3.0
491,"Great pay, perks and benefits 
Once the office opens again if ever - they have great selection of food
No ego","The high stress workplace is real and true. We called it “Netflix and Drill” opposed to Chill. Employees on your team are not afraid to give you feedback which is encouraged in the workplace. Whether you are an assistant giving feedback to a director or the other way around , everyone is more or else walking on egg shells. 

Very little training and everyone expects you to be a top performer. There is the expression “drinking from the fire hose” , literally blasting you with information everyday. I was expected to support a director running a 15 person team perfectly after 1 week of questionable training. 

Also the hiring process was deceiving - they promised a great role with salary which has different benefits than hourly employees , then proceeded to demand references including my employer at the time BEFORE sending me their offer. I had to basically announce I was leaving to my former boss of over 2 years (with no choice) before even having an offer letter and they then had the audacity to reduce my role and benefits to an hourly role with brief apology. I had to take it and was laid off 5 months later...",3.0
492,It was nice and exciting environment very much so,I didn’t like how they didn’t have days off a lot and it was a hassle,5.0
493,Solid company would recommend working for,"Work a lot, expect to work long hours",5.0
494,"salary, freedom and responsibility, salary, unlimited time off, stunning colleagues",stressful work environment due to fast pace,5.0
495,Great salary and benefits that exceed expectations,"Cutthroat employer, every day could be your last",2.0
496,Benefits / freedom / good pay / smart people,Workload / culture / politics / will get passed over for promotions,3.0
497,salary and benefits and extremely well working environment,i can't really say nothing here.,5.0
498,freedom to do great work,"can be chaotic, many organizational and leadership challenges",5.0
499,"Fast paced, changes often, challenging work",It is not for everyone,5.0
