Rating,Title,Author,Review Description,Pro,Con
3.0,Muy monotono,"Soporte Técnico (Former Employee) - Monterrey, N. L. - December 2, 2018",Es tan monotono que se vuelve desesperante........,,
4.0,OK job,"Production Worker (Former Employee) - Oaks, PA - November 20, 2018","This was not a hard job as long as you could keep up with the required amount of boxes to be done. In the morning you go through all the returned DVDs, inspect them and put them in a box for processing. sounds easy but you can't be slow about it and same goes for after lunch when you have to repack DVDs for shipping.",,
5.0,good,"Bilingual customer service represenrative (Current Employee) - Amsterdam - November 15, 2018","good culture of work, benefits, salary. very nice team of workers.",,
5.0,Fun place and get to know a lot of people,"Background role, (Former Employee) - Rio Rancho, NM - November 10, 2018",I was only an extra on a show on Netflix. Either way would recommend. It was great they fed you costumed you and paid very well. They do there best to make sure everyone is doing something. As well as are okay and well fed.,,
3.0,Awful hours!,"Inspecting/Production/Assembly/Packaging (Former Employee) - Fletcher, NC - November 9, 2018","Tuesday, Thursday, Friday and Saturday I had to work 5am till about 2pm, every Wednesday except the one in the middle of the month I had to be there at 3:30am and work until about 2pm and the Wednesday in the middle of each month I had to be there at 2:30am and work until about 2pm!",,
3.0,"Decent workplace, great team.","Staff Writer (Former Employee) - Amman - Jordan - November 9, 2018","Had a good time and learned a lot, but i faced many obstacles when it came to work-flow, the managers were incompetent.
best thing was the team i worked with and being in the writer's room.",,
2.0,Good pay bad environment,"Customer Service Representative (Former Employee) - Salt Lake City, UT - November 7, 2018","The pay is very good, however the work environment is very stressful and strict.",,
5.0,It was Great,"Customer Service Rep (Former Employee) - Farmington Hills, MI - November 6, 2018",It was a Great Place to work for. Sad to see it go! Hardest part is no longer working for them. Employees have became family that I still hold relationships with till this day.,,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
3.0,Fun and different type of culture,"Customer Care Specialist (Former Employee) - Salt Lake City, UT - November 2, 2018",This job was definitely one that stands out from the rest. You don't have to dress up or get ready - you just have to be awesome and deliver excellent customer service.,,
4.0,break room was well-equipped,"Customer Service Representative (Former Employee) - Hillsboro, OR - October 31, 2018","pay was typical for the type of work, metrics were closely watched and attendance and adherence were very important due to the nature of the work. lots of great people.",,
3.0,It was me,"Customer Service Representative (Former Employee) - Salt Lake City, UT - October 31, 2018",It took a little while to admit this but it wasn't a good job fit for me. Initially great company to work for. Heard from some that still worth there that they are being switched to a third party teleperformance which is a horrible company.,,
5.0,Great company to work for with room for growth,"Post Production Supervisor (Former Employee) - Santa Clarita, CA - October 30, 2018",I worked on Atypical for Netflix and had a very great experience interacting with them. As a new media company there is room for growth within the company.,,
5.0,great job to have,"Drone Camera Operator (Former Employee) - Parry Sound, ON - October 23, 2018",people are very kind and understanding. there is a lot of creative space in the workplace most enjoyable part of the job was that the staff is very supportive and don't hesitate to help out.,,
4.0,"A great place to work for, great work flow and challenging","Operations Supervisor II (Former Employee) - Melville, NY - October 20, 2018",I loved working for Netflix. It was the most demanding company I worked for. The company strives on work ethic and rewards people accordingly. There are a lot of great opportunities within the company for advancement. Unfortunately my facility closed and I was unable to move to be relocated.,,
5.0,Productive and wonderful workplace,"Assistant to SHAWN LEVY (Former Employee) - Atlanta, GA - October 16, 2018","Director's Assistant to Shawn Levy. Worked closely with Mr. Levy throughout his pre-production process for his episodes, drafting letters/emails, various responsibilities on a daily basis on and off set, shot listing, managing meetings, leasing between the director and other departments, coordinating publicity, and managing money. I enjoyed every moment of working at Stranger Things and have missed it since moving!",,
5.0,Ambiente de trabajo y experiencia enriquecedora,"Figurante (Former Employee) - Málaga provincia - October 16, 2018",Ambiente de trabajo y experiencia enriquecedora. Estuvimos grabando una escena durante dos días.,,
5.0,Fun Place,"Netflix Customer Support (Former Employee) - Clearwater, FL - October 11, 2018","Netflix had the most fun culture of any job I have worked at, and if you get in with the right people, you can advance pretty quickly. the downside was the politics. If you were not in with the management, you will work the same position for years and never see advancement no matter how good you are",,
4.0,A fun place to work! The break lounge had gaming systems and tables too!,"Customer Support Representative (Former Employee) - Salt Lake City, UT - October 8, 2018",It was a great place to work! The customers were awesome as well as the staff! I loved it! And it's super easy to get to! Definitely a good career path.,,
3.0,"Great Pay, Drink the Kool Aid or Else","Technical Research Analyst (Former Employee) - Salt Lake City, UT - September 29, 2018","Netflix can be great, but they get to the point they know their pay is so good they own your soul. They preach great values and sometimes the kool aid is oh so sweet. The job is draining, supervisors don't really care, scheduling wise they own you and while the benefits are inexpensive the actual medications and visits are not, if they are covered after all the appeals to the insurers. Don't stay too long, it's not sustainable",,
4.0,Great place to work,"Customer Service Representative (Former Employee) - Clearwater, FL - September 26, 2018",Netflux is a great place to work and the pay is outstanding for the type of work. The only issues i had was every 3 months they hold a shift bid. If you numbers are on the lower end then you were not eligible for the shift that you would like. If your top of the food chain you can have the best shift. The hours are always changing. I started to work over nights and then they got rid of it 6 weeks later then they brought it back a month after that. I went from early morning to over nights to evenings. I couldnt handle the constant shift changing.,,
4.0,Time,"Teir 3 (Former Employee) - Salt Lake City, UT - September 20, 2018",There was a lot of good things working for the company but it did not promote a healthy work atmosphere. There is no follow up to losing your job when it happens it happens despite having a valid reason or not.,,
3.0,Great place to work,"CUSTOMER SERVICE REP (Former Employee) - Farmington Hills, MI - September 15, 2018",Very hectic and fast paced.More IT than customer service. Lots of trouble shooting. Custimers are umpatient and can be very rude but work through it. Lots of swag.,,
4.0,ok job,"Customer Support (Former Employee) - Farmington Hills, MI - September 12, 2018",I just know i did my job and was treated pretty fairly within the job.. THe job was pretty easy and and good comfortable office setting with the ability to get the job done,,
3.0,business above all,"Operations Supervisor (Former Employee) - Tempe, AZ - September 9, 2018","Its business above everything when talking about this company. Although the overall operation is easy, the management aspect of the company got some work to do.",,
5.0,Life at Netflix,"Quality Control Inspector (Former Employee) - Humble, TX - September 5, 2018","A typical day at Netflix would usually begin at 2:45 A.M and in most cases around 9:30A.M no later than 10:30 A.M
We would start running S.A.T which stands for scan again tomorrow then as the S.A.T would run through the sorter, sorting out which movies was to be stuffed into the red envelopes and shipped to our customers. After that myself and another associate would then go to the braunways and run those machines to ready the movies for shipping. We would then label the envelopes to be shipped.
I learned how to use a pallet jack, learned some inventory, and how to run all machines associated with shipping and receiving at Netflix.
Management was always opened to new ideas, or a different, way to do the work, that may have made it more efficient. I learned how to run automated machinery, realized there was no need to be uncomfortable with them. The hardest part of the job was having to relabel thousands of DVD sleeves the most enjoyable was the coworkers we all worked well and was as one in a team unit.",,
5.0,great,"Call Center/ Customer Service Sept (Former Employee) - Las Vegas, NV - September 2, 2018","this job was 1 of my favorites, we had different times of the day where we would get to spin the winning wheel and win stuff, we were always acknowledged for our achievements.",,
5.0,Such a positive work environment with TVs EVERYWHERE!,"Customer Support Representative (Former Employee) - Salt Lake City, UT - August 26, 2018",I definitely recommend this job! I wish I didn’t have to relocate I really miss working for Netflix. The benefits were amazing and the environment was so positive!,,
5.0,"Acolhedora, ótimas oportunidades","Especialista em atendimento (Sac) (Former Employee) - São Paulo, SP - August 24, 2018",Estive na empresa por 1 ano e 7 meses e sempre fui incentivada a desenvolver meus conhecimentos para novas oportunidades. Ótimo lugar para trabalhar.,,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,I loved being at work,"Disc Inspector, Sorter Operator, Driver (Former Employee) - Albuquerque, NM - August 13, 2018","Work began for me at 4:00 am and concluded at around 10:00am or 11:00am. Management was excellent. It was hard to leave this job, but they invented a machine to replace us all.",,
5.0,yes,"CHAT & EMAIL SPECIALIST (Former Employee) - Salt Lake City, UT - August 12, 2018",It was all around a great working environment. I can't complain about anything because I felt supported and my superiors promoted me in my duties and helped me really understand my position.,all,none
5.0,very fun place to work.,"Production Assistant (Former Employee) - New York, NY - August 9, 2018",It was a very fun experience. The people were super helpful and they push you to want to do more and do better. I wish it wasn't so short. I would do it again in a heartbeat. I had a blast,,
5.0,Cool job,"Customer Service Representative (Former Employee) - Farmington Hills, MI 48331 - August 8, 2018",I enjoyed the relaxed work atmosphere and the onsite activities. I also enjoyed working on some of the holidays as the events were catered. We also got to enjoy free netflix while being employed with the company.,,
5.0,"Fun Place to Work and great environment and training .,","Customer Service Advocate Minacs (Former Employee) - Farmington Hills, MI - August 7, 2018",Loved my first call center job and everyone was very open and knowledgeable on how to make customers feel incredible about the passion of movies. It was a great place to learn,,
4.0,its Netflix,"Customer service qgent (Former Employee) - Salt Lake City, UT - August 5, 2018","The Job itself is easy but living the ""culture"" and life that a call center creates can be exhausting. very social circles makes it either very easy or difficult to get promoted.",,
5.0,great jod,"SUPERVISIOR /DRIVER (Former Employee) - Memphis, TN - July 31, 2018",this was the best job ever. Hate they had to leave Memphis. I learn to drive truck with this job. This job was flexible with my every day life. I had the best team did not have any complaints. We inspect order and process the thru machine.,,
5.0,It's great,"CSR • Transition CSR2 (Former Employee) - SLC, UT - July 30, 2018","You want to work there. The people are great, the culture is great. I had to leave due to some family issues and needing to relocate but I would have stayed if possible.",,
1.0,no te ven como empleado te ven como esclavo,"Agente semi-bilingüe (Former Employee) - Monterrey, N. L. - July 25, 2018","pesima administracion, un callcenter mas si no es que de los peores.
te la pasas peleando con lo clientes y los supervisores son mas groseros y despotas. ambiente laboral tenso. y solo te dan 30 min de comida! y lo que te pases no te lo pagan.
nada mas por salud, 30 min para comer esta mal!",,
2.0,Stressfull,"Technical Support Representative (Former Employee) - Salt Lake City, UT - July 23, 2018","Stressful place to work, huge lack of advancement opportunities. People are often promoted from withing via nepotism. No real work to life balance in this particular role.",,
5.0,Great place and culture,"Customer Service Representative (Former Employee) - Salt Lake City, UT - July 17, 2018",Loved it the pay was more than fair the pto and sick days were abundant and it was set up for success I just couldn’t work anymore because of a family illness,,
5.0,Netflix is a great entertainment company providing customers nearly instant delivery of their services.,"Mid-Level Hub Associate (Former Employee) - Harrisburg, PA - July 13, 2018","Netflix provides as close to instant gratification for its customers as possible. However,the physical delivery of disks is entirely dependent on postal services and if these change, HUB servicing locations can change. This means positions in these HUBs are not as long-term secure as most people would like.",,
4.0,todo muy bien,"ejecutivo telefonico (Former Employee) - Monterrey, N. L. - July 12, 2018","el ambiente laboral que se vivia ahi era genial, en resumen todo excelente.",,
4.0,no review,"Mailer Machine Operator (Former Employee) - Santa Ana, CA - July 9, 2018","nothing to review since this wasn't my most recent job, I left this job since 2012. I did like the free unlimited streaming and dvd rentals plan they had.",,
3.0,Good Pay and Chance to Grow Skills,"Network Operation Center Engineer (Former Employee) - Fremont, CA - July 6, 2018","DVD.com is a good place to work. They have a long history of being the original part of Netflix before streaming. There is a lot of pride in that legacy, and there is a lot of care in trying to make sure the customers still get the highest quality delivery of disks and service. There is a lot of chance to acquire extra skills and you are pushed to take on extra roles as the business downsizes. The pay is very high overall, and people work hard there. There is also free lunches and a nice break room and game room during breaks. It served me well working for DVD.com",,
5.0,fast paced,"Q.C. ASSOCIATE (Former Employee) - Tempe, AZ - July 3, 2018","did movie inspections, each of us had our own station, clean place, considerate management, days go fast in fast paced work environment, could watch movies during breaks and lunch. weekly awards for employees.",,
4.0,Great place to learn how to carry out ur task,"Machine Operator/Material Handler (lead) (Former Employee) - Bloomfield, CT - July 2, 2018",Netflix was a fun place to work at first but one of my senior supervisor wasn't fun to work with at times but you its your job to get sum done ..so basically that's wat I did get to work make sure I get whatever task was assign to me done,,
5.0,Excelente ambiente de trabajo!,"agente telefonico (Former Employee) - Monterrey, N. L. - June 22, 2018",Me encanto haber sido participe de un excelente equipo conformado por la supervisora Diana!,,
5.0,Driven,"Operations Manager (Former Employee) - Phoenix, AZ - June 11, 2018",Working for Netflix was an amazing experience for me in developing my skills for the next level. They really promoted growth and development within its teams.,,
4.0,N/a,"Freelance Consultant, Archival Producer (Former Employee) - Santa Monica, CA - June 8, 2018","I was only a freelance consultant for a production documentary project for Netflix. However, all interaction I had was positive and taught me different skills.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
4.0,The Netflix Call Center was a 100% customer service oriented job.,"Supervisor (Former Employee) - Beaverton, OR - June 5, 2018",If you were patient and passionate about helping customers than you couldn't fail at this call center. The calls were 100% that there was an error with the service that the customers needed assistance with. The call centers job was to help the customers either correct the error or identify who wold be best to assist.,"Environment, employees, hours",Career advancement
5.0,Literal Sunshine and Rainbows,"Customer Service Representative (Former Employee) - Salt Lake City, UT - May 30, 2018","Okay, this is literally one of the best jobs you will ever have. The work load is easy, the employees are incredibly nice, and there are so many perks! They're always throwing parties, they have a gym, it has it's own legitimate café and store. It's wonderful.",Every. Little. Thing.,"I had a run in with HR about a 1.5 week stay at a hospital, then a few months of recovery."
1.0,Fun place to work,"Customer Service Representative (Former Employee) - Farmington Hills, MI - May 29, 2018","Minacs Netflix is no longer a job that is available. Very fast paced. always fun activities. Food, pot lucks. Supervisors were really nice and understanding.",,
1.0,"horrible culture, hypocrites everywhere","Executive Assistant (Former Employee) - Los Angeles, CA - May 24, 2018","a lot of fake people, employees do not follow companies own standards unfortunately. poor poor management

good benefits and a well decorated office but again lack of professionalism from the inside out",,
3.0,An innovative company with high rates of burn out,"Marketing Consultant, Netflix Originals (Former Employee) - Beverly Hills, CA - May 23, 2018","It's an entertainment company. It's a technology company. It's both, which leads to great things and terrible things. They pay well and have a compelling product.",,
3.0,CSR position was easier than I thought,"Customer Service Representative I (Former Employee) - Fremont, CA - May 21, 2018",8 hour work day with Mondays as the busiest. Majority of the management are good people to work for. The culture was family oriented until the CSR cutbacks became real.,,
3.0,Autonomy and Freedom,"Supervisor (Current Employee) - Salt Lake City, UT - May 13, 2018",On the one hand you are in a culture that offers a great deal of autonomy and freedom. In some aspects this is a fantastic benefit and allow for individual thinking and action planning. On the other hand it is very difficult to organize and drive toward organizational consistency.,,
4.0,"Fun, social environment","Netflix Extra (Former Employee) - Oregon City, OR - May 11, 2018",Typically we would arrive very early and stay very late. The amount of time spent on set would very according to how well the shooting was going. The management was very kind and understanding of any needs from people and would adapt on the fly. The workplace culture was fast paced and relaxed at the same time. Wherever you were there is a fun conversation to be had with people. The long hours can get tedious however it isn't the worst thing in the world.,,
4.0,Produtiv and a fun place for work,"Call Centre Operator (Former Employee) - Portugal - May 8, 2018","was a nice experience, enjoyed a lot them culture after worked hours!
all the enviroment was very clearly and within good places for rest between shifts!",,
5.0,Great place to work!,"Customer Service Representative (Current Employee) - Salt Lake City, UT - May 6, 2018",Netflix is an amazing place to work. They care about their employees. The pay is fair and they offer an amazing benefits package. You also get ample PTO and emergency time.,,
5.0,"Empresa com ambiente dinâmico para trabalhar, onde os colaboradores tinham autonomia, juntamente com os seus supervisores.","Atendimento ao cliente (Former Employee) - Lisboa Portugal - May 4, 2018","Indicaria para meus colegas e conhecidos para trabalhar na mesma. Porque o ambiente é diferenciado na maneira em que seus colaboradores são tratados, dentro das normas da mesma.",,
5.0,Good Times,"Screening Contractor (Former Employee) - Hollywood, CA - May 2, 2018","I have enjoyed working for Netflix very much, however, my role was not very creative which is the reason I did not wish to continue on that path. I did learn a lot during my time there and have no regrets being employed there.",,
5.0,Best job ever,"Machine Operator (Former Employee) - Lakewood, WA - April 30, 2018","Best management ive ever worked for
Co-workers super friendly and get along with each other
Hours were great as a part time i still averaged 30+ weekly
Would recomend to everyone",,
4.0,Fun workplace,"Tx - Customer Service Agent (Former Employee) - Dallas, TX - April 23, 2018",Working for Netflix is extremely amazing experience. The work environment is completely relaxed yet professional and The staff is amazing. The company and make sure the employees are excited and energized by providing many incentives. I would highly recommend this job to anyone.,,
5.0,Agente,"Ejecutivo de Atención a Clientes (Former Employee) - Monterrey, N. L. - April 22, 2018",El trabajo es excelente y los pagos son muy buenos,,
5.0,ambiente de trabajo tranquilo,"servicio al cliente (Former Employee) - Monterrey, N. L. - April 18, 2018",recibir llamadas mas por cuestión de facturación lo que aprendí es en como atender a los clientes tener una manera sencilla y clara de como hablarles,,
5.0,The Best,"Team Lead (Former Employee) - Denver, CO - April 11, 2018","The chat portion of working for Netflix was amazing, I helped launch the opening in Denver,Co. It was the best culture for a work place, we didn't have a scripted and could honestly help the customer.",,
5.0,Fun filled and enthusiastic work environment,"Customer Service Representative (Former Employee) - Las Vegas, NV - April 7, 2018","Netflix was an amazing place to work. They always had little bonuses for us, flexible work hours, management was always friendly and helpful. There was much opportunity for growth and managers were willing to help you excel.",,
5.0,Fun and flexible,"Freelance Translator (Former Employee) - UK - April 6, 2018","Working for Netflix has been incredible. As I was freelance I could work from home, whenever I wanted and on whatever I wanted. I gave me immense freedom and the perks of watching great movies and series!",,
4.0,It has been a log time,"ESCALATION REPRESENTATIVE (Former Employee) - Sunnyvale, CA - April 4, 2018","When I worked there I like the company, it was fun. My managers worked with me to change my hours so I could pursue other career opportunities. This was a different time before streaming so I am not sure how it is to be there now.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
1.0,Miserable place to work,"Customer Service Representative (Former Employee) - Hillsboro, OR - April 3, 2018","I hate that I still subscribe to their service, but there's really no other options out there. I hated working there. It was soul sucking. You were penalized for the most mild mishap, even those completely out of your control.",,
5.0,Overall great experience,"Post Office Assistant (Former Employee) - Los Angeles, CA - April 3, 2018","Overall Great experience to work for post.
Worked on a Docu series called Tape Confessions and worked with a great crew and office personals. Great network to work for.",Great learning environment,Our documentary ended
1.0,"Ridiculously sctrict about attendance, toxic expectations","CSR (Former Employee) - SLC, UT - April 2, 2018","They literally tell you to ""do what is best for netflix, not what is best for you"" your first day. During training you are not allowed to call in sick. They try to pride themselves on how relaxed and flexible they are, but god forbid you have a health restriction that makes you miss a day of work. The job is too stressful to be worth the pay.",,
3.0,"Great People, High Stress","Customer Service Representative (Former Employee) - Hillsboro, OR - April 1, 2018",Netflix (at least at the time I was working there) did a good job of hiring people who would fit into their culture and did a good job training their people. That said there was a lot expected of every employee considering what they were being paid. It was a call center and everything you do in the building was strictly monitored. If you were 5 seconds late logging into your phone to take calls at the start of your shift or returning from a break or lunch it was noted and someone would be talking to you about it.,,
5.0,Great company,"Operations Manager (Former Employee) - United States - April 1, 2018","High performance culture with extremely competitive goals with an ever changing set of processes. Work hard, play hard is a mantra that the company lives.

Unlimited time off, but you must perform at your position at all levels. If you are not a good fit or get caught working against the core values you will be removed from the company quickly. The culture is great but stressful seeing good people shown the door. If you don't fit or are no longer useful you get a ""generous severance package.""

They pay well and the packages are lucrative. But they demand performance and collaboration with the performance. They are always looking to push performance and find a better way. Not afraid to try something outside of the box.

You are given the ability to choose your team and mold them as you want. But you must perform and get results.",,
5.0,it was a cool place to work,"Customer Service Representative (Former Employee) - Clearwater, FL - March 28, 2018","i cant complain, i may still be there if i hadnt relocated. it was an alright place to work, but there wasnt much room for advancement in my opinion. all in all, i was ok with it",,
4.0,Empresa dinâmica,"Especialista em atendimento ao cliente l (Former Employee) - São Paulo, SP - March 24, 2018","Excelente ambiente de trabalho.
Descontraído, agradável",,
5.0,Easy Work Place,"Cust (Current Employee) - Aurora, CO - March 21, 2018","It was the same thing most days working at Netflix, but the environment was amazing! Everyone here is so friendly and it was very easy to reach out. I had learned so much from this job that it made me more confident about working here!",,
5.0,Fun place to work got along great with co-workers.,"Customer Service Representative (Current Employee) - Denver, CO - March 18, 2018","I think it’s a great place for anyone looking for a group and team type of job. I feel like management should focus a little more on being more personal with their employees, other than that it’s a great place to work and move forward.",,
3.0,Busy call work but hostile environment.,"Customer Service Rep (Former Employee) - Las Vegas, NV - March 15, 2018","The Telus office was an amazing environment, very friendly and compassionate.Hostile callers and poor rating system keeps workers from shining and being seen for accomplishments. Method of call assistance promotes fast paced and poor assistance for callers.",,
3.0,Machine operations,"Disc inspector (Former Employee) - Bloomfield, CT - March 13, 2018",Ripping open mail and inspecting DVDs and cleaning and sorting out DVDs at 650 per hour to get hired. Now they have machines to inspect DVDs. Machine operation is a must.,,
4.0,Fun fast paced laidback,"Call Center Inbound Representative (Former Employee) - frisco, tx - March 12, 2018","Netflix customer service is by far one of the most laidback places to be employed. Not only can you look forward to practically unlimited overtime, but the hours are extremely flexible as well.",,
3.0,Constantly changeing envrironment with no job security.,"Operations Supervisor 2 (Former Employee) - Grove City, OH - March 9, 2018",Netflix was a constantly changing and unstable work environment. Poor decisions made by the CEO unfortunately led to a drastic reduction in work force.,,
3.0,"Great company, not so good job.","Customer Service Rep (Current Employee) - Salt Lake City, UT - March 6, 2018","Overall was a decent place to work.
Long days of getting yelled at on the phones, but other than that pretty relaxing.
Can bring puzzles to work and build them, but very limited to what else you can do on the job.

""Easy money"", but you will come home mentally fried from talking all day.

Management is good, and the coaching help you refine yourself to be a better agent along the way, but very much a carrot on the stick when it comes to promotions and advancement.",,
5.0,"free breakfast and lunch, pool table and ping pong table in break room","Customer Service Representative (Current Employee) - Fremont, CA - March 5, 2018","Great place to work, great benefits, competitive pay, great atmosphere.
ability to use judgement on calls

very supportive management!!!!!!!!!!!!!!!!!!!",,
4.0,Read the culture statement,"Senior Software Engineer Movie Metadata Team (Former Employee) - Los Gatos, CA - March 1, 2018","Read the culture statement on their website. It is accurate. You are part of a team and not a family. If you are looking for a family, then this is not your place. Be prepared to continually prove yourself.",,
3.0,extremely fast paced,"Productions Machine Operator/Technician Tier II (Former Employee) - Bloomfield, CT - February 28, 2018","Netflix started out as a bad job. The hub was just growing, we worked 15hr days and since we could only work 40hrs most of us would waste time going in for one hr to make up the time.",,
5.0,Absolutely Incredible Place to Work.,"Customer Service Representative (Former Employee) - Salt Lake City, UT - February 27, 2018","This place was the Best Job I've ever had.
I miss this place everyday I don't work there.
I was always making new friends, learning something new, and saw a Employer who cared about EVERYTHING involved with being a successful Company.

They are a cut above the rest, they have made every single job I've had since feel like a waste of my time.

I really would recommend them to ANYONE and EVERYONE.",,
3.0,nothing,"inventory/ shipping receiving (Former Employee) - Santa Clara, CA - February 24, 2018",it was a slow quiet environment unless we had a big order to fill out for the disk to go out then it would have to be a fast paste work you learn about disk what to look for how to scan them.,,
5.0,Very fast paced environment,"Senior Network Architect (Former Employee) - Colorado Springs, CO - February 24, 2018","Hard work and long hours. Netflix was a high producing company and only kept the best of the best, meaning they treated there employees as contractors so output was required to keep working there and to keep your job. It's a fun environment if your able to keep up, but just keep that in mind, the Netflix culture is not for everyone looking for a stable salary and job in a non competitive job environment",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
4.0,This Company Lives to Provide for their Workforce,"Workforce Management - Real-Time Analyst (Former Employee) - Salt Lake City, UT - February 17, 2018","NetflixCS is an All-Star when it comes to employee benefits. Extremely flexible with schedules as long as it is not detrimental to the business. Pays half of health insurance premiums.

Drawbacks are many of the benefits/services available to the staff are limited to daytime hours, so mostly unavailable to overnight staff. Shift differential poorly compensates the loss of these benefits/services.","Discount at on-site cafeteria, free coffee/tea/fruit/nuts in break areas",Many benefits unavailable to overnight staff. Poor shift differential.
5.0,Cool place to work,"Customer Service Representative (Former Employee) - Sunnyvale, CA - February 17, 2018",Great place to work except for a couple of supervisors. Overall the work experience was great and learned a lot on how to hustle on the phones and provide good customer service.,good company to work for,some of the work politics
4.0,Upbeat Atmosphere,"CSR Voice Agent (Former Employee) - Salt Lake City, UT - February 8, 2018","Netflix has a modern, upbeat work atmosphere. They are accommodating to your outside family life within means. Most Supervisors/CR1 were approachable and easy to get along with. Positive environment. It is a job, so do you work and whats expected of you and its a breeze.",,
3.0,Not everything is what it seems,"Customer Service Representative (Current Employee) - Salt Lake City, UT - February 7, 2018","Throw in random rules, lie to you during training, not hard work but annoying. Claim to be not focused on numbers but are, used to be able to advance without degrees and no you are no longer able to. Keep your desk SPOTLESS because there are hall monitors. Overall claim to be a chill culture but are really just tightening the grip on their employees and not treating them like adults, really a bummer. I personally have top stats but still didnt get open opportunities from people who have worse stats like management training, clearly a biased workplace. Overall, just like any other call center, I just dont like hypocrisy in my life.",,
3.0,fun,"CUSTOMER SERVICE REP MINACS (Former Employee) - Farmington Hills, MI - February 5, 2018","fun work place, no real structure, very laid back. listen to music all day or watch netflix. no room for growth or development in company. very team oriented.",,
5.0,great company,"Sorter Machine Operator and Loader (Former Employee) - Humble, TX - February 2, 2018",great diverse and family oriented company to work for with. Would have loved to work with the company longer. The hardest part of the job was being laid-off.,,
1.0,A great place to visit,"Shipping and Receiving Clerk (Former Employee) - Hollywood, CA - February 1, 2018","I was very happy my first few weeks , but there management team sucks. The people that they make supervisors not know how to lead. I was let go over i’m very petty and back stabbing issue.",,
4.0,Buena,"GERENTE DE PRODUCCION ""INGOBERNABLE"" (Former Employee) - CDMX, D. F. - January 31, 2018",La empresa tiene una buen ambiente de trabajo con posibilidades de crecimiento,,
5.0,Netflix and Grow,"Production Management Assistant (Former Employee) - Los Angeles, CA - January 31, 2018",Netflix was moving very aggressively when we came aboard- I've always been thoroughly impressed. We've had the space to be assertive in creating culture.,,
5.0,No Brilliant Jerks?,"Senior Datacenter Engineer (Former Employee) - Los Gatos, CA - January 29, 2018","While the corporate stance is they do not tolerate ""Brilliant jerks"" but in reality they are tolerated as long as they don't irritate the management. The best part of the job was the freedom as long as you color within the lines. You are allowed to assist with other teams that allows you to learn more than just your specific job.",,
5.0,The Chill in Netflix and Chill,"CUSTOMER SERVICE REPRESENTATIVE (Current Employee) - Salt Lake City, UT - January 26, 2018","Working here was great. It is so organized and you know exactly what is expected of you. The training really gets everyone on the same page so as to keep the culture aligned with the goals of the company. The employees are definitely put first, making it really easy to want to do a good job for the company.",,
5.0,Great atmosphere and room for advancement!,"Customer Service Representative (Former Employee) - Aurora, CO - January 18, 2018","Working for the Netflix campaign was a great experience. I enjoyed working with my coworkers because everyone helped each other out in anyway they could, from, one on one help to help from the entire staff. Even when the staff was on break and couldn't afford something to eat, someone helped that person with something to eat.",,
5.0,"Empresa dinâmica, com ambiente agradável, e ótimo convívio em equipe.","Especialista em atendimento ao cliente (Former Employee) - São Paulo, SP - January 16, 2018","Empresa com objetivo no atendimento ao cliente descontraído, sem enrolações e com objetivos e soluções para o melhor do cliente.",,
