,pros,cons,rating_number
150,"As an ontologist, there aren't many places you can be hired where you have a lot of other people in the same job family. The ontologist community here is more relaxed and welcoming than I expected at Amazon. I had anticipated Amazon would be more ""churn and burn"". It may be in other areas, for all I know, and I expect it is. But there are also plenty of subcultures that are manageable and fun. The Product Knowledge ontology team is one of those. Good on-ramping time and materials. The company doesn't ask too much of me too soon, and the training is high in production value and usually relevant to what I do. Once you're in, the company is large with a lot of different things you could do. So, if you don't find the perfect fit when you first join, transferring is very possible and common. Getting in the door is the hardest part. Pay and benefits were competitive, in my experience. I don't think that is a universal experience, though.","The systems at Amazon are very unique to Amazon. It's unlikely that you'll come here and be able to hit the ground running on building the taxonomy. OWL skills, for instance, aren't very applicable at this point. The interview process was long and involved. There's a lot of corporate culture cult-like stuff. If you want to fit in or get promoted, you're heavily encouraged to learn the lingo (core leadership principles, team tenets, specialized vocabulary). That's not bad in and of itself, but it definitely isn't for everyone.",4.0
151,One of the fastest environments i've worked in. Will learn a lot as long as you keep an open mind and willing to ask any questions to dive deep into any material,Morality is highly dependent on your manager and team. Witnessed and experienced burnout as things move very quickly and loads of adhoc requests.,3.0
152,"stiuation, task, action, result: will be play a big part in your development as a leader, bettering operational process path.","expect for process path to change,/ alter/ it can make working difficult and less efficient but under the right managers, meeting goals can be achieve easier.",4.0
153,"The pay is nice, there are plenty of opportunities for extra shifts, as well as time off.","The hours are long and the work is very repetitive. You are treated as a number, however if you just like to show up to work and not be bothered this could be seen as a plus.",4.0
154,"I really like my job, I am finally in a position to learn a lot and what I want to learn. You also get a good amount of time that you can take off and the benefits are great.","Unfortunately the job is only entry level IT and you don't get paid what a regular IT professional would get paid, yet you have to do the job in hopes of getting promoted. Promotions seem to come slower than promised. You get threatened with being fired if you don't address your Ops managers fast enough. And the open door policies that Amazon claims to uphold get swept under the rug because the Ops managers and HR have some type of hierarchy over everyone else. And if you aren't in the group then you are looked down upon and treated as a lower class citizen to Amazon.",3.0
155,- Very smart people - Good salaries and benefits - Opportunity to interact with different people across many countries,- Difficult to understand and get used to internal processes and culture - Too much self service company,4.0
156,Treat their employees well. Cares about safety.,Not enough coolers for lunch bags,5.0
157,Can move upward in the company,Too many mandatory hours of overtime,3.0
158,Everything was OK fun work place,Nothing bad to say the company. It was good,4.0
159,good benefits flexible shifts active,lots of walking fast phased environment,4.0
160,"In all my career, I have not felt like I belong more than I do here. The combination of an amazing team and working with smart people, with their peculiar culture (no more powerpoint presentations!) is a sweet spot for me personally. I work with a great team and we are having the tough conversations to set up for success and all pull in the same direction. No place is perfect but I am experiencing far less corporate politics than my previous companies. Highly recommend for those who can work with the unique culture and want to innovate and build.",They certainly throw you in the deep end from day 1. It was hard to juggle the extensive onboarding process while working on projects immediately. Part of the process and I am feeling very confident in where I work now. Learning something every day,5.0
161,There is a lot of motivation among team members (or atleast my team members) and a huge variety of things going on that help contribute to a feeling of being part of a company with good momentum.,It's clear that there could be pretty different work experiences for other teams/direct managers and other roles. Possibly due the nature of it being such a large and company doing so many different things.,4.0
162,Should go without saying that job security and benefits are great with such a massive company,Roles are standardized so walk-in pay is standardized too,5.0
163,My experience with Amazon was great. I learned a lot of things and re-used a lot of skills that I have learned in school.,"There are not many cons I have about Amazon. They run a good company and if you just manage your time wisely, you’ll do great.",5.0
164,"Team and manager was more than happy to help and answer questions Pretty much every customer was nice, even the frustrated ones","System and tools you have to use suck A lot of the time you have to listen for important information through calls with terrible quality. Despite being in different sectors where different representatives specialized in helping different customs, I was constantly called for things i couldn't even help or know how to redirect. Kind of a mess Stressful",3.0
165,Great compensation and work life balance is good,Nothing really bad I liked my team a lot,5.0
166,- Chances to learn and work on new technologies - Work with smart engineers around,- Fast pace and stressful deadline project - Grading performance system - Complicated Promotion process,4.0
167,"Pay is good for the work. My team members, for the most part, are really cool to work with and we've really bonded over the adventures we've had together. My team is smaller, so my managers are really good about being quick and efficient with their tasks, followups, and requests.","AA's sometimes use you as a means to vent or yell at because they are frustrated about their situation. You have to bite your tongue a lot of the time but that doesn't happen every day. It can be very frustrating when HR pushes AAs towards you for things out of your scope such as HR-related subjects that they're too lazy to deal with. Personally, at my facility, there's an HR rep who doesn't have the right personality for their job-it's almost like they're always greatly annoyed with having to interact with AAs everyday which is what they get paid to do. There's a lot of paperwork that you have to do every day and sometimes it can be overwhelming when your lobby is full and you're balancing multiple things on your plate. It can be hard to balance life and work because our team is small and there are only 5 shifts you could have. Front half days or nights, back half days or nights, or a swing shift.",4.0
168,"* You will almost definitely deliver production software if you program. * If you deliver software, you will see it work in Prod. * Looks really good on a resume. * Gets you experience in Ops.",* Not industry standard software tools and stack. * Work/life balance is skewed to work (see experience in Ops). * Lots of security and upgrade treadmill.,4.0
169,fun good benefits easy work good pay,management was pretty awful at my locations,4.0
170,Loved being part of such a great team.,Low pay for required responsibilities.,5.0
171,"The pay, benefits, work 4 days and get 3 days off and VTO.","It's all about rate and if you can't keep up you are gone. All the cherry pickers make it impossible to make rate because they hoard all the good work and you are left with the crumbs. Co-workers are ruthless when it comes to cherry picking, they will steal good stuff right in front of your eyes and have no remorse what so ever, even people you think are your friends will betray you. I was with the company for 7 years and on third facility and at the end I felt gutted and stressed.",1.0
172,I had a fantastic experience working at Amazon. The company has a culture of innovation and continuous improvement that encouraged me to take on new challenges and learn new skills,"While Amazon is known for its innovation, fast-paced work environment, and extensive employee benefits, there are also some potential drawbacks to working for the company. Here are some cons to consider: 1. High-pressure work environment: 2. Long working hours 3. Performance-based evaluations 4.Job security",5.0
173,Benefits/Pay/2nd year bonus/Working for Amazon,"This job is what you make it. Lack of training on site/ most people promoted to roles without experience just to meet quotas. Most of the time promotions is not based no talent, but based on popularity of who the SR/OM likes. While the job has some cons, I spend most of my time trying to get people to do their job. At times Amazon can feel like a huge Adult Highschool. We have high standards on hiring external talents, but will promote anyone internally to the same position (AMs) with no experience. Too many internal politics inside the FC. Lack of diversity in high roles this includes women and POC. At times it’s like real talent is not valued. Amazon will promote anyone in any role just based off seniority and not talent. You really don’t need a degree to do this job. All you need is really good people skills. I don’t mind the schedule it’s 10–12-hour days 4 days a week with 3 off. Most of the time is spent engaging associates or completing Admin work. At times the job can get very boring at times. Conflict with other manages are common on shift. Amazon creates a culture where managers don’t work tighter but compete against each other. I can tell you that if you are hired as an L4 Manager an make it 1 year promotion L5 role is a given performance really don’t matter. Most managers are L5 and everybody want’s to be an L6 yet lack experience to do the role. Great job to start and move to different positions, while a degree is not required it help as most Sr/GM have college degrees. Managers should work more together/ Amazon needs more Women in leadership roles, also not a lot Amazon can do about the Highschool Culture inside it’s FCs. This happens when you allow almost anyone to work at Amazon without interviewing. This Highschool culture is from PAs/AMs/OMs I’m sure this is at most sites. I will tell you the best thing about Amazon they really do promote Anyone. Someone who didn’t graduate HS/ or only have a HS diploma this job would be the best thing for them. You really can start as a T1 and make it to an L6 within five years if you know the right people. Everybody wants a management role at Amazon but lack experience with dealing with people. Your success in this role will depend on your site leadership. Also focus on more diversity in leadership ranks/ at times you can have no POC as Oms/SR/GM etc.",5.0
174,They have a variety of Flexible shifts,Management doesn’t know what they’re doing,2.0
175,"The people you found working there on the night shift were hard working indeed. Skeleton crews and massive orders. Kudos to the CAP floors. If you prepaired to work hard, and losen up you can have fun while working towards history making.",The shift at the time was midnight to 9 am... expectations for Leads were 30 minutes before until whenever the explanations were over.,5.0
176,"-First two years of pay are great -I work with many competent people -Some managers will allow you to work autonomously -The work is so engaging if you're a problem solver. As an employee, you can't be a person that just likes the status quo. You have to be a driver of change. Your role isn't written down word for word.","-RSUs after two years of employment, in a declining economy severely impacts pay -Managers change every six months. Out of the three I've had, my hiring manager was great, the second was incompetent, and my current is extremely controlling and stubborn. -Peer competition is real and doesn't make for an ideal working environment. It breeds mistrust. -Being Amazonian is a term that's used as a weapon. If someone doesn't like something or someone, they say the idea or person is un-Amazonian. I've heard this numerous times verbally and in email, by leaders. -As a manager, we are forced to stack rank in my group. Someone always has to be at the bottom and is forced to be put on an improvement plan with the intent to get them to leave or be fired. It is NOT to help them improve. This causes managers to artificially inflate their people so they won't have to be the one to go through the cumbersome Focus or Pivot processes.",3.0
177,"More job duties that are less labor intensive Opportunity to work with Managers, Trainers and other Leadership. You get to teach and train other Associates on certain process paths. Good public speaking practice, Excel, organization, time management",Forklift site which requires driving an order picker Not many different shift options (11am-7:30pm) *(9am-7:30pm during overtime),4.0
178,Great place to learn new things for someone fresh out of school and to understand the work and management environment,"Too many responsibilities for the pay, short staffed so we’re expected to do more work to cover up, disrespectful treatment from associates. Most people here dislike their job and want to go somewhere else. A lot of nepotism and favoritism involved as well in upper management",1.0
179,Every person I work with is fantastic. I have been given room to grow as an engineer and work on challenging problems. Great pay.,The corporate machine instituted a return to office policy that completely contradicted the promise I was hired under. Moving near the office is not an option for my family and I am forced to leave a job I love.,3.0
180,"You can get insurance through the company, although they do take it out of your pay. If you take the three day shifts you do technically get 4 days off.","The work is not interesting and never will be. You're moving objects from place to place in almost every position. And with most shifts being around 10-12 hours long that can be dull to mind numbing at best. Also company policies change frequently from building to building so while you may have a building that allows headphones that could change and ruin your experience there. Lastly, there is almost no moving up in the company. They hire outside talent for that.",2.0
181,The pay and the schedule.,Sometimes there were unexpected working hours with short notice.,5.0
182,"Pay was good but literally everything else was horrible. Unpaid breaks, 20+ miles a day of walking. They push caffiene and pain medicine to keep you working longer by offering them in vending machines which take it directly out of your paycheck.",Everything sucked and I would never work for this slave driving company ever again.,1.0
183,I dont know if I can say anything positive about the job,"Overworked, expectations are way to high, you are just a number to the company, safety is a huge issue, employees die there and they sweep it under the rug like it didnt happen there",2.0
184,"Remote work is a big plus. Managers and the rest of the team are good at communicating and being there for you Plenty of opportunities to work overtime, but not required. Great job for gaining experience that looks attractive on applications.",Sometimes your metrics may be negatively affected by factors outside of your control (such as your customers not liking a policy change that was made at a corporate level.) and this will reflect poorly on you. This is however admittedly rare and managers will do everything they can to help you bounce back up.,5.0
185,Stable as it can be like any job,"Lots of hours working on salary, fear of remote not doing work!",3.0
186,"Great pay, great benefits and its a 4 days on,3 days off type schedule","Pay is not always worth the work. The more you move up in the company, the more stress you have",4.0
187,Pay Challenging Opportunity Travel New,Workload Walking Hours Shift change,3.0
188,Great pay Amazing people Simple tasks,Long hours Constant standing/walking for entire shift,4.0
189,"great pay, weekly pay , 10 hour shift","long hours , 3 days off",5.0
190,Bid system to work when you want decent pay not doing other jobs,- Lots of work for hours on your feet - bid system also means if you don't pick when it opens you lose many hours instantly - management is wound up and pressured - breaks are a joke and start before you make it to the break room,4.0
191,Great experience to learn from strong teams.,Long work hours and little recognition.,4.0
192,Interesting work. Smart and passionate colleagues.,Stock structure. RTO. Lack of transparency.,5.0
193,"Great friendly culture, career growth","Long working days, low pay",5.0
194,The benefits are great. You can meet great people to work with.,"Long hours, if you do not work over the commitment you made, you come across as not caring.",3.0
195,"Pay and Benefits are great perks, also I do enjoy the 4 day work week.","At minimum you are putting in 50 hours a week. Each regular shift timing you are working 10 hours per shift, but then there is pre and post shift work, so it comes out to maybe slightly less. They also do stacked rankings for quarter reviews, so you end up competing against peers for numbers all the time.",4.0
196,"Brilliant people, a lot of opportunities internally, decent pay and benefits. Happiness is largely dependent on the team you end up on.",The culture is shifting and not in a positive way. The RTO mandate is having a huge detremental impact on employees and doesn't align with the tech survey results. Amazon will end up losing top talent and will have difficulty in recruiting new talent if they require they live near a hub. This was a huge break in trust for so many people when we were previously told that we wouldn't be required to return to the office becasue we'd proven that were were more productive and effective with more flexible work arrangements.,3.0
197,Overall a really good company.,The hours for me wasn't so great.,5.0
198,"All fine not bad, good team",nothing negative so far all good,5.0
199,One of the advantages is flexible schedules,Some schedules require long hours,5.0
200,Total Comp Package for external hires is great. Great benefits. Team environment and opportunities for advancement,"Training is lacking. Lots of virtual training but nothing that really sets you up to succeed from day to day. Sites run differently, so many times you can't rely on peers from other sites to help.",4.0
201,Great Benefits and pay. Supportive environment.,Hours and others not doing there part.,5.0
202,"Low stress. Decent pay and benefits. Flexible schedule. Friendly, smart supervisors.","Lots of safety issues due to poor design. Impossible to perform certain task without going outside proper lift zones and safe biomechanics. Often have to lift with overextended arms and perform tasks with twisting motions. Crowded, poorly designed work areas force a lot of bending, stooping, twisting, improper manual lifting and awkward postures. Have been unable to find a way to safely and efficiently move/sort heavy and irregularly shaped packages. Wooden pallets all over the floor.",4.0
203,Easy to get in for first job if you meet the requirements (bachelors in anything) and can move to an available position. Autonomy over time off (even though its not enough time off).,"Overworked, terrible schedule (of which you have no say in), pay is far too low for the amount and type of work expected. Pay is also not location based which does not make any sense considering it is a fully-onsite role. There is ZERO ability for negotiation or discussions about pay raises at least from L1 - L4. Many issues with the promotion system. If you even want to get to L5 in HR, you must invent some problem and act the hell out of a pretend solution. I am not supposed to be an actor, I am supposed to be doing HR work. They don't accept great work and the obvious ability to perform at the next level. Not to mention the difference between HRP and HRBP (L5) is just that they attend reginal meetings presenting the data that you gave them... You also will not be promoted unless you manager is willing to vouch for you, so you will have to kiss-up to them and basically beg for a ""promo-doc"". They will make up reasons to say you are not ready, even if they have said over and over that they have no feedback for you and you are a superstar and the best on the team. Many people spend over a year in ""stretch roles"" where they are not given any extra pay or given a title increase but are doing the work of the next level. And they are still not guaranteed that promotion when time comes. Seen more than one get passed up for an outside hire. Absolute nonsense. If your in Sr. leadership and your building metrics are not the best more than a few times, they will fire you. Doesn't matter the reason why the metrics are not met. This on top of already terrible turnover rates mean I have had 3-4 HRBPs in 2 years and about 5 site leaders. This is not to mention the desk work makes you wan to jump off a cliff. Anyone can be hired as an associate and they will drive you crazy. The turnover rate is insane for T1s and they act like it's HR's fault for not having enough pizza parties and bingo days. This means there are always new people who have questions everyday. Associates will fight each other and do other nonsense that makes your job so much harder. The bigger the building the worse the problems, but at least they have more HR. Small buildings are ""at gearing ratio"" but there is too much work and the small HR teams cannot keep up. Ultimately, not worth the amount of hoops they make you jump through. I hear that the higher levels 5/6+ outside of the warehouse are much more reasonable. So, if you want to work for Amazon, come here to get your foot in the door with HR if you can handle the schedule and low pay in high COL areas (ie. no kids) then get a better position and boomerang back to in a few years. This will get you much more pay and a better position in way less time then the nonsense promotion system here.",2.0
204,A great place to work,A large company to grow in,5.0
205,Decent pay Semi Flexible Time off options A lot of online Resources,"They are constantly tracking you. Depending on where you are in the building can be incredibly isolating, which can be a pro or con. Very physical, decent risk of stress injures even if you do everything right. It can be very difficult to find the person who has the power to help you when it comes to unique HR situations",3.0
206,"IT at Amazon are inclusive, they have a great work culture, and co-workers are great. Many things are automated, which cuts time in performing many tasks. The opportunity to network with other people and co-workers is great. Amazon is really big on professional growth and opportunities to obtain more skills. Great Corporate work culture. Compensation and other benefits such as PTO, vacation, and retirement are competitive.","Since many things are automated for ease, you may forget how to perform some tasks, which my advice would be to practice on Microsoft Server, Azure, or CISCO packet tracer if you feel certain skills are important to remember how to accomplish out of Amazon.",5.0
207,"Boss' were fair, easy to talk to. Hours okay. Pay also fair.","Physically exhausting, but I'm a bit older so may not have been the right job for me.",4.0
208,Dynamic teams and a diverse set of awesome coworkers. Really great benefits too. I also feel recognized and appreciated for my work. I truly feel like I can grow here and that Amazon is the place for me. I can picture myself here for at least the next five years.,"It's a very self-serve company. There are many internal systems which can be tricky to learn and keep track of. Not everyone is a self-service style worker, so be prepared to do a lot of advocating for yourself and asking around. Fortunately everyone has been extremely welcoming and nice to me,",5.0
209,"Work outside, fun, and very serious and dangerous work so it's a very safe environment.",None that I can think of I loved this job,4.0
210,"It was a great place to work! I loved the job, but I was seasonal. I was going to re-apply for a permanent position, however, the hours they offered were not going to work for me.",The days and hours. I had to go in 5 days a week for 5 hours. I would have rather worked longer hours and less days.,5.0
211,"Schedule is Set, Can leave whenever as long as you have the hours, 10 hour PTO bonus for starting.","Communication between low level employee and high level employee are not so well established, ridiculous expectations for performance of said job.",4.0
212,Paid decently well for being an 18-19 year old,"Working conditions were terrible, I did not feel appreciated and felt like indentured labor.",2.0
213,"Good benefits to deal with the crushing depression, stress, and excessive demands of a mindless job. It’s like getting your gym time in at work. Pay for school if you can fit it in and they don’t change the program covered just as you are about to start. They pay for composite toe work shoes.","Expected to perform like automation, but we are human. Zero work life balance. Never really get a chance to know who your coworkers or supervisors are. Soul crushing mindless work. 10 hours a day of silence and minimal human interaction even though there are people around you. Offer education benefits you are typically to exhausted to make good use of. The composite toe shoes are ugly and uncomfortable. Supervisors don’t take actual time to talk to you. They talk at you while you’re concentrating on working to make rate and mot make a mistake. You don’t really get appropriate break time to rest. You have to work without being paid in order to be prepared to start your shift in a timely fashion.",2.0
214,"really good oportunity, chance to grow a lot & make money","really competitive, not super friendly",5.0
215,good and stressing job that will require patience,"stress to deal with, treated like a number.",4.0
216,"big company, nice benefits, fast paced","big company, takes long time to get projects across line (too much ""tape"")",4.0
217,Good pay Nice coworkers Great benefits,Long hours Management sucks HR sucks,4.0
218,"Easy, fast paced, chill, relaxing.",Money could increase a little more. Get more helpers. Could be clearer with instructions to make it more easier for people. Need to give flex people more hours instead of just 2 hours like every time you a bus shift.,4.0
219,Great benefits Flexible schedules Ability to pick up more shifts and make more money,Managers have favorites and if you don’t have good network skills might be difficult to get promoted or trained in another path. Moves constantly to other paths,4.0
220,"The benefits are great, and they will pre-pay for 100% of your education (GE, high school diploma, certification, associate/bachelors/masters degree).","The work is fast-paced and labor intensive. The shifts are long with two thirty minute breaks. The work culture is toxic from management down. They do not care about safety, only about how fast your production rates are. They track every minute you're away from your workstation (bathroom, water, etc.). Communication at all levels sucks. Employees are not educated on company procedures, and PXT (HR) often provides misinformation. The managers on the floor scream at and berate employees and are constantly threatening to write people up as a means to control them and force them to do unsafe things. Safety is a complete joke. The equipment is very loud and is constantly breaking which makes the job harder.",1.0
221,This company is amazing. They are a group of hardworking dedicated individuals.,None at all. Amazing company.,5.0
222,Fast hiring and good weekly pay,Standing for long periods of time can be bad for most,5.0
223,People is friendly and there are raise opportunities,High seasons of the year the job is stressful,5.0
224,I am able to grow and manage my projects how I see best. I can also work on improving processes. The work can be challenging; for me it's been positively challenge as I am learning more and adding skills and knowledge I did not have prior.,"Onboarding to Amazon was extremely detailed, but specific team and work onboarding was not so strong. I am learning everything while working without in-depth training.",5.0
225,"Entering into Amazon offers excellent benefits on paper, International recognition, free training of $5200 per year after as little of 90 days employment. Solid pay periods & banking support within the Amazon Network","Very little to no recognition by local Management, easy to get approved training but very difficult to find support thereafter for the same approved training. Micro Management to a point that few Managers have vision outside their own department. A 40 hour work week often feels like 50.",3.0
226,"Great benefits, you can “cash out” same day if you want to, you can switch schedules or departments easily, they hire almost anyone",Time off opportunities are not great especially if you have kids or need to take off for a week for being sick. Everything you do there is very repetitive and you will get tired of it. Imagine doing the same movement 500 times an hour for 10 hours. Pay is capped after 3 years unless you move up which most people don’t.,4.0
227,Great Engineers that solve problems on a large scale,Layoffs and lack of visibility from leadership,4.0
228,"Lots of OT opportunity, fair pay, efficient","Repetitive and often difficult work, heavy lifting, crouching",4.0
229,"Amazon is experiencing a rapid growth cycle and its efforts are planted in that growth. The deliverables and expectations are making the business more and more complicated at a site level. This creates opportunities to develop and grow as an individual with the company. There are lots of resources to take advantage of if you want to grow your professional skills. If you haven't had a position doing labor management, it's a good window to find out if you could make a career of it.","I left my position because I felt we were asked to execute poor plans and adhere to deliverables that made little sense and took a lot of time while hemorrhaging money away in labor. I worked at PDX5 and we often failed to meet quotas of things that would help our site (proper training and strict adherence of safety violations, and being forced to execute those plans with a smile on my face as associates would tell me I was wrong for it.)",3.0
230,Flexible hours Great pay Work not to difficult,Hours can be bad sometimes Conditions can be bad,4.0
231,- flexible to work in any field or domain,- difficult to get promoted,4.0
232,"Humbling experience, It will drain you.",You will want to keep your back in check,5.0
233,share something this company works well,share some thing this company can do better,5.0
234,Training Great pay and benefits Hourly gets free college tuition up to certain amount each year,Fast paced causing gaps and lack of adherence to Amazon policy. Managers tend to default to making false promises to encourage more ownership of responsibilities outside your scope of job description. Leadership can be dogmatic and lack proper communicating skills when interacting with other people.,4.0
235,"One aspect that stands out to me is the level of investment in research and development. Amazon encourages and supports innovative thinking, and provides ample resources to explore new ideas and develop cutting-edge solutions.",High workload and pressure: Amazon has a culture of high expectations and demanding workloads. This can be challenging for employees who struggle to maintain a work-life balance.,5.0
236,"- Solid culture and leadership principles. It's in our DNA. Lots of smart and passionate people. Most if not all decision is backed by data. - Very supportive tooling and process, help to make it easier to do meticulous managerial tasks (promotion & performance reviews). - Great opportunities to make impacts at all levels.",- Hiring freeze is tough for everyone. Layoff rounds make it worse. - Benefits and perks were subpar compared to other giant tech. - Some organizations were messier than others.,4.0
237,"Straightforward, ad sales gig, have 40-50 clients and only really have to talk to half of them. Amazon sells itself so you're focus is really about selling specific ad products, don't really need to ""re-invent the wheel"" No micro-management really, you will find yourself relying on your peer team members much more than managers who are more so there to relay priorities from upper management and track your performance than to train you how to do the job.","The job will get boring, you talk to the same 30 or so ""brands"" and some of which have no clue how to run their business let alone what to do strategy wise within advertising You'll be forced to pitch certain ad solutions whether or not it's actually the right fit for their brand based on what they want to achieve, even if their performance is decreasing you will need to keep pitching certain upper funnel tactics if you want your bonus/payout commission.",3.0
238,Career growth. Great team Enjoyable work,RTO mandate May 1st all employees are supposed to work 3 days a week,5.0
239,"They have absoluly amazon benifits, they have opperturnities that a lot of wearhouses don't have. I feel Amazon treats their employees better than most werahouses. They overtime options are really good and the overtime pay and potential yearly bonuses are very worth while during the peak season even though it is very exhausting.","Even though I say Amzon has it going on for pros, the management and systems they have in place to help employees are absolutly blurred ines just to fire you. They have their PTO VTO and UPT (unpaid time off) all seperated and your upt is taken in hours away for being 1 minute late. This is your ""emergency time"" that you can use, but if you go negative you are fired by the system, and if they have a schedule mistake, doesn't matter no one checks anything. please only use amazon as extra cash. do not bank on having a job there if you are anything less than a perfect human being. cause even a mistake will get you fired there.",2.0
240,"Easy to get voluntary time off, diverse hour options. low pressure environment","demanding physically. managers would often send people home then immediately fall behind on schedule, forcing everyone else to stay extra",4.0
241,"1. Good benefits (health insurance, 401k, personal time off, vacation, and sick days). 2. A lot of good people working there (who deserve better pay & treatment).","1. Just recently got base pay raise. Normally they paid less than a lot of competitive companies for same position. Even w/ raise they pay less (w/ my two years experience) than competitive companies give at the start. 2. Physically overwhelming job. 3. A lot of drama in the leadership (favoritism, etc..) 4. Difficult to get promoted if you are not on someone's favorite list. 5. The more you do (top performer, trained for variety of different things in your department) - the less chances you will be promoted (managers don't want to loose their best hard workers to make them numbers & make them look good on their manager score (rates) board, so they can have their bonuses). And nobody pays you more for doing more.",3.0
242,"I really like my job. I work the evenings, back half (Thurs-Sat). Management is laid back, we (AA's) work hard and steady and get the job done. Money is cool and Amazon pays 100% of my education. I've never in my life done warehouse work. I'm still amazed at how much I enjoy it and how good I am at manual labor AND, I'm a very girly girl, lol... Give it a try. I've been here 3yrs.","30 minute lunch breaks- I've NEVER heard of a 30 minute break. A few slackers here and there and they look for hard workers to pick up all the slack. Flexing up/down- just give me my 6 or 8hrs a day and let me go, lol... Even though I'm happy about my flex up on pay day!",4.0
243,Pushed to work hard and think outside the box. In my opinion it is worth it. You get high visibility for your work and your leaders will make sure you are rewarded well for it. This can happen when you are with a good mix of people. I cannot speak for other orgs or teams that might have a slightly different culture.,URA is high. Can force best of people to take unkind decisions. Grad hiring bar was low in the last few years. I think the company is looking into restructuring it.,4.0
244,WFH with flexible hours and not great pay.,It’s often downtime that you have to argue to get your pay for that time.,2.0
245,Flexible hours and great HR.,Non best company in the world they pays for my insurance and schooling,5.0
246,"Great company to work for to build a lot of experience. Culture is different from org to org. However, there are times where the culture might not fit what you are looking for.",Big company with not a lot of structure. Environment is very much build as you go. However that can be a good way to gain experience.,4.0
247,- Great for a part-time or temporary side hustle - lots of hours available including overtime - paid weekly - lots of exercise,-long shifts up to 11 hours at times -excessive amounts of deliveries and constantly feeling rushed (after some time pressured by employer) -over 250 deliveries some days depending on employer - no holiday bonus $$ or tips from customers -fatigued mentally/physically after working 4 or more shifts per week,3.0
248,awesome tech. Brand recognition is great.,lots of work! work/life balance is a challenge,4.0
249,"great staff, creates a working family",not great working conditions in terms of hourd,5.0
250,-Good Pay -Good Manager -Flexible,-Was not paid commission -Tough finish to 2022,5.0
251,good work environment and calm,extremely long hours and to many times a week,5.0
252,Great place to work. Fun team atmosphere,Need better pay. Better costly benefits.,5.0
253,Great company with great atmosphere.,Work life balance can be tough at times.,5.0
254,"The company takes good care of its employees, we receive benefits the first day of employment, also raises every six months. I was noticed by a manager right away to become a pallet supervisor and make sure nothing is expired or lost, and to put the products in the right area for them to be send to customers.","I was injured by a forklift and the manager chose not to help me or call an ambulance and put me right back to work. I suffered a concussion, and memory loss from this.",5.0
255,"The attention given to the onboarding process is a amazing! The training is customized for your position, delivered in many engaging ways, and of excellent quality.","Some roles are offered only to those who can travel to one of the HQ offices, and there is a new policy being developed to return people to their offices at least 3-days per week. This may be a deterrent to some people.",5.0
256,this job really is like working with just all of your friends with people you meet and learn about while also doing work and enjoying it more than other jobs.,some of the management is strict and a bit over the top depending on your shift,4.0
257,Because their was a productive system in where everyone would work and when anyone need help in the department they would help you .And Amazon had a charity foundation where costumers would pick their own choice of charity and amazon would give charity there.,That amazon had ended their charity foundation even though they are one of the biggest company's out there.,4.0
258,"Good pay, good benefits, nice people to work with","Distance, small breaks with a huge building",4.0
259,good benefits flexible shifts active,lots of walking fast phased environment,4.0
260,"In all my career, I have not felt like I belong more than I do here. The combination of an amazing team and working with smart people, with their peculiar culture (no more powerpoint presentations!) is a sweet spot for me personally. I work with a great team and we are having the tough conversations to set up for success and all pull in the same direction. No place is perfect but I am experiencing far less corporate politics than my previous companies. Highly recommend for those who can work with the unique culture and want to innovate and build.",They certainly throw you in the deep end from day 1. It was hard to juggle the extensive onboarding process while working on projects immediately. Part of the process and I am feeling very confident in where I work now. Learning something every day,5.0
261,There is a lot of motivation among team members (or atleast my team members) and a huge variety of things going on that help contribute to a feeling of being part of a company with good momentum.,It's clear that there could be pretty different work experiences for other teams/direct managers and other roles. Possibly due the nature of it being such a large and company doing so many different things.,4.0
262,Should go without saying that job security and benefits are great with such a massive company,Roles are standardized so walk-in pay is standardized too,5.0
263,Amazon is a good company but a few people are making it too hard to move up,u need to be connect to move up,2.0
264,"Lots of fields to go into, get you push yourself as a leader","Get moved shift very often, nights, weekends, holidays, etc with little notice as to when you will switch shifts and how long you will be on a shift. Makes it tough to organize a home life. Mandatory extra time (unpaid for salary obviously) during busy season or randomly when building is preforming poorly.",3.0
265,Good pay only because I came with experience. You will be paid terribly if you come with no experience. Can’t really say much more,More of a babysitter to associates than a manager. Ops managers are usually clueless and do more panhandling to associates and corporate. Area managers are the bridge between associates and senior ops/corporate and only get stepped on,2.0
266,My experience with Amazon was great. I learned a lot of things and re-used a lot of skills that I have learned in school.,"There are not many cons I have about Amazon. They run a good company and if you just manage your time wisely, you’ll do great.",5.0
267,- Flexible -solid management - good entry pay,- Short hours - could have more shifts available,3.0
268,Great compensation and work life balance is good,Nothing really bad I liked my team a lot,5.0
269,- Chances to learn and work on new technologies - Work with smart engineers around,- Fast pace and stressful deadline project - Grading performance system - Complicated Promotion process,4.0
