,pros,cons,rating_number
311,"Good pay Allure of working for ""Apple"" because of Steve Job's legacy and high quality products Good food at caffe Macs Apple product discounts","Absolutely toxic. This company will eat your soul and spit it back at you, at least in hardware engineering. Management collectively uses fear and shame-based motivation. Team members are expected to present frequently to large groups with lots of shame and hostility toward people who either do not have certain expected tasks complete, have not made proper judgment calls, do not have the full depth of analysis that is expected, etc even when one is burning themselves out working over 65 hrs a weak to try to keep up. As a DRI (directly responsible individual) you own everything and are expected to do everything, even though management may tell you that ""some things can fall through the cracks"". When you complain about ""quality of life"", they pretend to hear you, but will immediately try to convince you that you are wrong. The management actively gas-lights people when they complain, contributing the lack of time or bandwidth that one has to their own time management issues. Working here is like actively living in an insane asylum. There is no social life, it's just awkward, no one is encouraged to talk or socialize, just to get your work done. Pay is the only thing that keeps people here. For several years I have worked until 11-p or as late as 4am consistently for 4 days a weak, Fridays ending early sometimes as early as 6pm. I've seen people with children do this years on end, they have no life. The question is why? Is your true sense of self value derived so deeply from this work? It probably shouldn't be. But that's what Apple wants you to believe, ""do your life's work here"".",2.0
312,"Benefits, nice people from all around the world","Pay, pay, pay! Management only cares about your metrics and the work it self is monotonous, repetitive and does not demand any of your intellectual skills. It is based on your language knowledge to improve Siri 8h/day. You struggle trying to move up because there is no positions available. If they create a position, you will compete with 100+ employees trying to get out of poverty.",2.0
313,This is a good company,They dont promote from within,5.0
314,benefits that apple offers is great,weekends you must always be available,5.0
315,Ok pay and benefits for full time,Micromanage and shift and long hours,2.0
316,Benefits are definitely a Pro.,Work life balance is a con.,3.0
317,"Great network, right salary and good perspective for career","frenetic, to much controlled, to much people",4.0
318,"The benefits are unbelievable, even as a part timer. The company is also aware of the pay situations throughout the country, so they try to keep pay competitive.","Customers have a huge sense of entitlement. Management can be oblivious to doing the right thing. It’s retail after all, so swallow that pill early on.",4.0
319,"- Great benefits 
- great work environment
- great salary (especially for retail)
- lots of peer support
- lots of management support
- lots of learning experiences and resources
- opportunity for advancement
- opportunities for ""career experiences"" in corporate roles, for retail staff (underutilized, apparently. go for it!)
- you become really good friends with your peer group, or maybe even family!
- Amazing sense of belonging and community
- great stepping stone to new career, if that is your choice","- Too much ""drinking the kool aid"". WAY too much. I hope this is an apt metaphor: Imagine you have an 8oz cup in your hand. They pour a 64oz pitcher of Kool-Aid into your 8oz. cup. Then they pour a pitcher of sugar into the same cup. You get diabetes. The amount of company propaganda is absolutely astounding and excessive to point of being absolutely ridiculous, wherein you feel like a caricature of yourself wearing this blue shirt. This is coming from me, a lifelong Apple fan since 1987 (the year I started using computers).
- FAR too much bashing of anything that isn't Apple. Apple has now decided as a company, to compare itself to Samsung and Google, etc etc. It used to decide not to compare itself to anybody. This shows everywhere from development to retail attitudes.
- Willing isolation from and ignorance of the rest of the world of technology. Apple exists in a bubble, and those within the bubble are blissfully unaware that any other technology is relevant and useful. I heard one employee say that Microsoft Office is going the way of the dinosaurs. Nobody called him out on this. What dream world is he living in???? Isn't it better to learn Apple's technology in a way that helps it workably coexist with other technology? This is equally as important as learning the Apple ecosystem, which, yes, in itself is amazing.
- Training is too general, not specific enough to help sharpen one's technical skill set on a consistent basis.
- No ongoing training program to keep your technical skills sharp and up to date. Instead, they offer ""Pathways"", which is meant to improve your social skills. Great! But isn't that why they hired us to begin with? You have to search Apple's technical reporting system for relevant known issues, which is fine but if you don't (and a lot of techs don't)  you usually find out what those are when a customer has a problem and you don't know the answer. One person who happened to look at iDesk might know the answer, but if they're not available, you may end up giving the customer the wrong solution. The signal to noise ratio of important, specific information is a total mess.
- ""I can't believe they re-arranged the lockers. I'm thinking about quitting now."" Everyone joins in agreement. Really, guys? C'mon. Again, as I mentioned in my point about the Apple ""bubble"", the perception of reality can be largely distorted. Management has to work REALLY REALLY hard to bend over backwards for every little thing. So how much energy do they have left over to make sure their techs are up to date, or that sales staff knows their specs and has good ways of explaining tech to non-tech people? Apple is very big on managing expectations for customers (great, actually!) but could do a lot better to manage expectations for employees. Maybe this would improve management's time and ability to fix some more important issues.
- Far too many points of contact for customers. A customer may end up talking to between 4 and 8 different people who may end up telling them lots of conflicting things. Either communication needs to improve in the store or the number of contact points needs to decrease somehow.",5.0
320,"Complex, energetic workplace Shared interests created team synergy",Competing initiatives hampered productivity Disconnect existed between corporate and retail divisions,3.0
321,excellent teamwork and remote working,odd work hours and excessive word load during some parts of the year.,5.0
322,great place to work company culture,Nothing so far not bad,5.0
323,Love the company culture. Made some really great friends.,"Hours are not that flexible, high demand for retail stores",5.0
324,Pay and opportunities for bonuses,Entitled customers Not off on holidays Heavily survey based when you did everything you could.,2.0
325,Brand Name of FAANG. Impress your future employer,Bad Leadership and worst RTO mandate experience,1.0
326,Great work environment and place to work,Can get hectic at times,5.0
327,Lots of great benefits. Great team. Love the values,It wasn’t likely I’d get hired on full time due to amount of workers,5.0
328,They have a great benefit systems,The hours you have to work,5.0
329,Absolutely none as they all are outweighed by the experience you will have with management undercutting your use of the benefits.,"Managers are bound and determined to convince you they are invested in your development because the moment you realize they aren't they will manipulate the systems in place to fire you. This is from personal experience and my case was further validated by Employee Relations siding with me and isolating the offending manager from engaging with most employees and being sent on extended, mandatory leave.",1.0
330,The benefits are really good.,There aren’t any cons of the job.,5.0
331,Good nice fine with me,High school and get the year,5.0
332,It's one of the most exciting companies to work for and they teach you a lot about how to interact with people through communication and setting the right expectations.,"I worked there for a long time and witnessed the work environment and ecosystem change. It used to be people-based, both internal and external, but now it's more profit based which lost the luster of working for a company that used to be a very customer-oriented company. Don't get me wrong they were one of the more supportive companies during COVID, but overall the company's beliefs and dynamics have changed.",4.0
333,It’s great to be able to have the flexibility to ask for time to mentor others. It offers you tremendous potential for growth.,The amount of work you put in is not equivalent to pay. If you’re a hard worker you really have to love what you’re doing or else you might get burnt out.,4.0
334,"Good benefits, worked with school schedule, decent pay","Difficult customers, some policies were ridiculous, not a lot of growth opportunities",4.0
335,Great benefits and pay !,Depends on the store your in,5.0
336,"Pay, technical knowledge of staff",work life balance is so-so,4.0
337,growth growth growth growth growth,long shift long shift long shift long shift long shift long shift,5.0
338,great WLB Return to office is great,work life and balance may not be for everyone,5.0
339,"Good management, good resources, good credibility",Limited flexibility with remote work,5.0
340,"Very strong, well managed company.",Many of the customers have an entitled attitude which was a challenge.,4.0
341,"Work schedule, pay, benefits, people.","Locations, upward movement, suggestions, not too many issues.",5.0
342,Product sells itself and you just advise people on what to get if needed,It is retail so typical occasional rude customers,4.0
343,"Hybrid, nice people, decent food","More instruction, would be helpful",5.0
344,Salary Stock Rsu Happy hour Lucnh,Off time Sick Break time,5.0
345,"A lot of autonomy, shared vision, and very supportive teams.",Must be very comfortable with ambiguity,5.0
346,Flexible work timings and culture,Too many people hired for the same job,5.0
347,"Meet new people, employee discount, positive culture",Customers are often verbally abusive,5.0
348,Great stable place to work at with great benefits,No crazy extras like Google or Meta but can’t complain,5.0
349,The company has great products,Some people are overworked there,3.0
350,worked from home apple perks,"too much competition for the same position,",5.0
351,Fantastic benefits and great perks.,Low salaries compared to company profit.,5.0
352,👍nice wow good cool very,Nothing really wrong with it,5.0
353,"Good benefit, good salary, good company value and the people actually cared.","Busy, there were customers that are rude time to time",5.0
354,Great growth opportunities and daily challenges.,I have no cons! Great place to work,5.0
355,"great culture, great benefits, great training","don't have too many cons, good job overall",5.0
356,The culture of the work environment is phenomenal,Pay and benefits do not match with the stress of the job,3.0
357,"work life balance, great colleagues","management kinda messes up, paycheck just ok",4.0
358,"Stock options, benefits, health insurance, employee discounts for part time employees","Despite the credo saying ""our soul is our people"", management doesn't care about you and their response to COVID and their employees validated that. Management was quick to gaslight employees and sweep issues under the rug when brought up. If an issue was brought up in a public forum, they would address it in private so it would be easier to ignore.",3.0
359,"Look, it's retail. It's not gonna be everyone's favorite job. But if you like retail, you'll love Apple. Lots of support and benefits. And pay is better than most retail gigs you'll find.","It's retail. The customer base is everyone on earth, and people suck sometimes.",5.0
360,Great People to work with,So many people you kind of get lost in shuffle.,3.0
361,I loved my coworkers a lot.,There weren't really any cons that I would say so myself.,5.0
362,Great company to work with.,Not too many cons in this position.,5.0
363,Flexible hours. Great management. Great team.,High traffic conditions in a very social setting,5.0
364,I love the beautiful building,It requires too much work,5.0
365,"Good benefits, great coworkers and team","Terrible customer experiences, bad scheduling, raises are a joke and never are more than a few cents for every employee, team memebers feel undervalued and there is an extreme disconnect from corporate and senior management. Seniors managers make double the salary of leads and managers to do the least amount of work.",2.0
366,"The health insurance, tuition reimbursement, cellphone discount, computer discount and travel expense was phenomenal.",The facility did not have a good schedule,5.0
367,Amazing benefits even for part time.,"Retail schedule, and some difficult customers.",5.0
368,-great pay -great experiences -great benefits -work with amazing individuals -most holidays off,-it’s retail so you’ll work weekends/some holidays,5.0
369,They have great benefits and do really make sure you are trained well,Hours can be draining and flexibility can be limited. Also felt micromanaged at time because metrics were very important.,5.0
370,Lots of benefits and socials,Corporate climbing can be difficult.,5.0
371,"Excellent benefits, generous time off policy, mostly positive work culture, respect for work life balance, recently added on the job skill training.","Easy to stagnate in career, return to office seen as required for promotions.",4.0
372,Plenty of room to grow within the company. A ton of resources to help you grow.,Work/Life balance. No commission on the products you sell.,5.0
373,"Loved working here, great benefits, and room for advancement",Once you reach your limit in advancement and want to move to management you likely need to leave and come back for a spot in management.,5.0
374,Good Feedback from supervisors positive work eviroment,Temporary postition hired through agency,4.0
375,Good pay Bonuses vacation days,no work-life balance multiple managers no community feeling,2.0
376,Good pay Great Benefits Great Discounts,Not flexible with schedule Literally just a number to them,3.0
377,"The opportunity to grow and advance in your skills, and closing techniques.","Very results driven, you will be pushed to your limits, yet will learn along the way.",5.0
378,"Products and innovation you get exposed to, benefits, and like-minded people to work with.",no work from home arrangements at my location,5.0
379,-great benefits -employee stock program -career experiences within the retail space,-scaling up sometimes can be stagnant,5.0
380,"nice benefits, health insurance, dental, vision, pto.","Apple is EXTREMELY strict on how you use your time. I'm a phone advisor and I am only allowed 1 minute in between each call. Taking back to back calls for up to 8 hours a day is mentally exhausting. Its customer service so you deal with many, many pissed off people who take out all their garbage on you. You must maintain perfect metrics, if you slip up at all your manager will have to meet with you to go over why you're slipping up and how you can improve.",3.0
381,"Stability, Incredible People, Challenging, Fulfilling, Support from Leadership, Learn plenty of real life skills",Work/life balance in retail is always a challenge,5.0
382,- Required creative solutions for it's innovative products. - Inclusive team consisting of experts in their respective fields.,- Requires an onsite based workforce.,5.0
383,You get good benefits like health and dental,No commission for making sales in,4.0
384,Very supportive of employees future,Sometimes needs clearer guidance from management,5.0
385,Small teams feel more versatile Large scale lots of users,Old tech stack Colleagues not always very driven,5.0
386,"Best job ever, seriously ever",Hard to let go of,5.0
387,Great place with a lot of benefits.,None I can think of.,5.0
388,Great work environment and benefits,lots of competition for job,5.0
389,"Enriching lives, working with a great team of interesting people. Great benefits for part time employees. The company promotes good social and environmental values both internally and externally.",The scheduling is not very flexible.,5.0
390,Great pay. Great benefits. Sometimes there’s snacks.,"Company has changed for the worse over the last two years. I&D culture has swung the pendulum too far one direction so much so that it’s virtually impossible to get a promotion unless you view the world and yourself through the lens of indentity politics. Merit, team buy in,  results, and performance aren’t weighted at all through the application and interview processes. The worst employee in the company could get a promotion if they carefully architect the words they say in the interview. The words in the interview are all that matter. They say this is to remove bias and even the playing field for external candidates. Unfortunately, we have not been hiring good external candidates for any role since we started returning to work in 2020, especially in leadership roles.",2.0
391,Great benefits and discounts on products,All middle management problems with people adjusting their focuses and management styles based on the position they're trying to move into rather than excelling in their current positions,4.0
392,Amazing travel to Adidas and other countries. Get to fly business class.,Rough work life balance. Spent many days going to the same factory,4.0
393,"Amazing benefits, even for part time employees. Dental, vision, health are offered to both part-time and full-time employees. Stock plans are available with gifted stock for good performers. Education, mental health, and child care benefits as well.",Difficult upward mobility when entering the retail level. Opportunities available heavily dependent upon what management allows for. Some rolls are very much underpaid as they are considered retail.,4.0
394,- Great benefit. - good learning opportunities,-schedule is not up to the employee if you are full time,4.0
395,- Working for a great company - The actual job is not too difficult,- Painfully boring - Mediocre middle management - Not a whole lot of room for growth in the department,4.0
396,"Encouraging team, performance driven environment that pays amazing no matter your performance. If you underperform, management and coach’s work to get you to where you need to be.","Long retail hours. Some customers are good, but sometimes there can be some tough customers",5.0
397,Great team to work with,"No incentives like commissions, and hard to compete with pricing compared to competitors",4.0
398,Best sales jobs you could possibly work in,Can get really busy at certain times of the year for being one of the biggest companies in the world,5.0
399,Stock Learn from great people Flexible schedule,Weekends Low pay Difficult to move up,4.0
400,It’s nice to work with kinda and intelligent people,“Apple culture” is all about gas gaslighting. You’ll never get it right here.,2.0
401,good to work at apple,flexible to work at apple,5.0
402,Great Environment Learning Environment Good Leadership,Growth Opportunities Tough to grow Management not the greatest,4.0
403,Excellent Benefits Work from Home,Not a variety of tasks.,4.0
404,Apple is very systematic in its approach to engineering. Great environment and work is fast paced.,"After few years, work becomes repetitive. Teams are closed and not much shared knowledge.",4.0
405,Great benefits Awesome team members Great career advancement,Retail- a lot of standing,5.0
406,learned a lot while working there,not a lot of room for growth,5.0
407,Part time Benefits Discounts Competitive pay,Work weekends Schedules are not consistent,4.0
408,Paid time off and they really took care of their employees during CovID,If you are not willing to relocate to one of their campuses don’t even bother. They are laying off AHA across the country,1.0
409,Relaxed environment and friendly staff,"Pay scale is from the 1940""s",3.0
410,Culture Atmosphere Pay Benefits Ceo,Schedule Work-life-balance Time off Responsibilities Early start,5.0
411,No overhiring; Focus on impact; WLB not bad,"Top down culture, that drove talents out; Older facility office; Compulsory RTO",4.0
412,Apple is a hardware first company where engineers have all the tools and support needed to do their best work.,Expect to work more than 40 hours a week.,5.0
413,"Overall great company to work for. Benefits, 401k, Employees stock purchase program, PTO and pay are all generally great.",Work life balance can suffer a bit depending on the position you obtain.,4.0
414,Great people amazing package and work,Feels redundant sometimes but that’s the nature of the job,5.0
415,Flexible Scheduling Amazing Team Learning / Growth Opportunities,Can get overwhelming during holidays,5.0
416,Really liked good working there,No cons for this job,5.0
417,Great support for undergraduates interested in research!,The amount of structure and mentorship throughout the research process is highly dependent on the lead PI/PhD student.,5.0
418,Great culture and has the best benefits.,At the end of the day it’s a retail job.,5.0
419,They are good people and they are beautiful,Too much work and hard work,5.0
420,Comfortable and each meal is delicious,Very busy and too much pressure,5.0
421,"- Health Benefits and many random, hidden ones you wouldn't even assume to have but are lucky to! (SpotHero, Hotel Discounts, Commuter Debit Card)",Strict work environment. Enjoyable mostly because of the people you're working alongside of. Pretty much numbers driven despite not receiving commission bonuses.,4.0
422,Benefits are great Pay is competitive environment and culture are good,Job priorities change frequently not always clear how to advance,5.0
423,"Great company, hard to beat the very liberal benefits - you will be hard pressed to find anything like it unless working for Google.",Retail is retail which is to say very hectic and stressful. On your feet daily. Opportunity to move up internally is very difficult. The jump from retail to corporate can happen but the company does not naturally guide you in this direction. I've seen employees stuck in retail for 10+ years with 5+ attempting to make the jump to corporate without success.,4.0
424,Fun place to work. Great atmosphere,Time off request is not easy,5.0
425,Very helpful colleagues and employers,The Job is very boring,3.0
426,Love the benefits here. Rto is 3 days not bad,Long work hours a lot of times,5.0
427,The benefits are the absolute best thing about the company.,Schedules How many chats you have to take Management No room to grow,3.0
428,If you like fast paced and helping customers then it’s a great job with great benefits,Customers can get too overwhelmed or demanding Management isn’t consistent,3.0
429,Great company to work for.,Retail hours in a mall.,5.0
430,I love Apple and its culture.,There are no cons for Apple.,5.0
431,"good job, freindly staff, they want you to advance","weekends, holidays rude customers , depends on the day",5.0
432,I absolutely love being a part of apple!,Long hours at times but not really a con when you’re rewarded for great work,5.0
433,"Career contracts, higher pay, amazing benefits (STOCK, and 401K), it’s the largest tech company! Development of skills are people less with data science or Project Managment.","Retail. Work weekends, and holidays is required, holidays work, rotating schedule, work in person, consistently watched over time spent with clients, working odd hours.",4.0
434,pay is good compare to most other companies,"heavy workload, toxic culture, top down structure",2.0
435,its okay and decent benefits,customer traffic can be high and a lot of work,5.0
436,"Clear brief and workflow, efficient online communication.","Everything was good, no complaints.",5.0
437,Decent benefits for new parents.,Scheduling is a literal nightmare and continues to get worse.,3.0
438,Great Pay. World class benefits. Opportunity for growth and education. Great people.,There are no cons in my opinion.,5.0
439,Good people in retail level - opportunities to learn,Strict with time management - not flexible on work life balance,5.0
440,"Great place; innovation, smart people all around","Intense, long works depending on your group, not much bottoms up decision making",5.0
441,"respect love and peace , i'm really happy to be here",too hard and not very friendly,4.0
442,flexible schedule decent pay easy job,management sucks gaslighting / lying,1.0
443,"good people good team, engaging","long hours, customers, technology, things, ya",3.0
444,consistent on their promises of a better working environment,consistently didn't provide a better working environment,2.0
445,I just wanna activate my account tbh,I don’t care I just wanna activate my account this is fake,4.0
446,"Talented coworkers to collaborate with; Some leadership truly cares and is invested in your development; Moves fast, so it's easy to find something new to get involved with; Does not rely on 'official' qualifications and is open to teaching you how Apple does it","Big company, easy to get lost; Lots of management was hired because they were a good individual contributor... that doesn't always mean they will make a good manager; Not interested in remote working for most roles",4.0
447,Amazing company to work for with a-lot of benefits and great work life balance,None it’s all real nice,5.0
448,"Salary is good, fun people to work with",-Poor raises -Good Ole' Boy system (it's who you know that will get you ahead) -Have to be a yes man to succeed -Terrible flexibility after Pandemic,3.0
449,The team I interned with has a good working environment and nice people,Salary is not as expected for a full-time compared to other companies I guess,5.0
450,benefits that apple offers is great,weekends you must always be available,5.0
451,"Great people, good benefits, and everything can be learned/taught.","This is dependent on your store, but management is usually not as involved as they should be. Feedback to management is rarely taken seriously, action is slow to take place.",4.0
452,Looks good for future resume. Good stock benefits. Paid me over $20 an hour. Took advantage of tuition reimbursement. Gym reimbursement,Have to feed into the apple culture and kiss peoples …. If wanting to move up in the company.,4.0
453,"- Great benefits 
- great work environment
- great salary (especially for retail)
- lots of peer support
- lots of management support
- lots of learning experiences and resources
- opportunity for advancement
- opportunities for ""career experiences"" in corporate roles, for retail staff (underutilized, apparently. go for it!)
- you become really good friends with your peer group, or maybe even family!
- Amazing sense of belonging and community
- great stepping stone to new career, if that is your choice","- Too much ""drinking the kool aid"". WAY too much. I hope this is an apt metaphor: Imagine you have an 8oz cup in your hand. They pour a 64oz pitcher of Kool-Aid into your 8oz. cup. Then they pour a pitcher of sugar into the same cup. You get diabetes. The amount of company propaganda is absolutely astounding and excessive to point of being absolutely ridiculous, wherein you feel like a caricature of yourself wearing this blue shirt. This is coming from me, a lifelong Apple fan since 1987 (the year I started using computers).
- FAR too much bashing of anything that isn't Apple. Apple has now decided as a company, to compare itself to Samsung and Google, etc etc. It used to decide not to compare itself to anybody. This shows everywhere from development to retail attitudes.
- Willing isolation from and ignorance of the rest of the world of technology. Apple exists in a bubble, and those within the bubble are blissfully unaware that any other technology is relevant and useful. I heard one employee say that Microsoft Office is going the way of the dinosaurs. Nobody called him out on this. What dream world is he living in???? Isn't it better to learn Apple's technology in a way that helps it workably coexist with other technology? This is equally as important as learning the Apple ecosystem, which, yes, in itself is amazing.
- Training is too general, not specific enough to help sharpen one's technical skill set on a consistent basis.
- No ongoing training program to keep your technical skills sharp and up to date. Instead, they offer ""Pathways"", which is meant to improve your social skills. Great! But isn't that why they hired us to begin with? You have to search Apple's technical reporting system for relevant known issues, which is fine but if you don't (and a lot of techs don't)  you usually find out what those are when a customer has a problem and you don't know the answer. One person who happened to look at iDesk might know the answer, but if they're not available, you may end up giving the customer the wrong solution. The signal to noise ratio of important, specific information is a total mess.
- ""I can't believe they re-arranged the lockers. I'm thinking about quitting now."" Everyone joins in agreement. Really, guys? C'mon. Again, as I mentioned in my point about the Apple ""bubble"", the perception of reality can be largely distorted. Management has to work REALLY REALLY hard to bend over backwards for every little thing. So how much energy do they have left over to make sure their techs are up to date, or that sales staff knows their specs and has good ways of explaining tech to non-tech people? Apple is very big on managing expectations for customers (great, actually!) but could do a lot better to manage expectations for employees. Maybe this would improve management's time and ability to fix some more important issues.
- Far too many points of contact for customers. A customer may end up talking to between 4 and 8 different people who may end up telling them lots of conflicting things. Either communication needs to improve in the store or the number of contact points needs to decrease somehow.",5.0
454,"Great pay, benefits, and environment",Work and home balance sucks,4.0
455,excellent teamwork and remote working,odd work hours and excessive word load during some parts of the year.,5.0
456,its great pat and benefits.,i have to clean stupid toilets.,4.0
457,great place to work company culture,Nothing so far not bad,5.0
458,- positive work environment - employee benefits,- working on your feet a lot - no other cons,3.0
459,It can be fun occasionally.,"When it’s not fun, you’re being judged, questioned, talked down to and also made to feel like you’re not good enough for the job.",2.0
460,The pay is just enough to keep you from leaving.  Clean environment.  Plenty of training in your respective role (if requested).  The employee stock purchase program (ESPP) is the primary reason to stay employed.   ,"No advancement opportunities within retail.  If you become a genius there is a chance to land a corporate role, but the cost of living offsets the financial reasoning to move.  Many associates complain that they were working themselves to the bone but saving less than they did when in retail.  Managers are absolutely oblivious to their staff; self absorbed with their ambitions ferociously guided by their own career ambitions.  The management is daft, insincere, unhelpful in any regard, and absolutely metrics obsessed.  They only want to know about metrics os they have something to say to senior leaders to make themselves seem intelligent/productive, when in reality they just hide in the managers office throughout their shifts shifting all of their work onto Leads and other team members.  There is no access to sunlight within the building and the air quality is rancid due to all of the people being isolated within the store (no windows, only one large entry door where guests enter).  Seniority puts you at a higher risk of termination because Management wants to save on payroll.  Managers have no respect for individual associates; only team metrics.  Company culture is dissolving faster than that raccoon trying to wash his cotton candy.  ",3.0
461,"The best parts of working about Apple are the brilliant people, and the focus on product excellence.","There is no work-life balance. Employees are expected to deliver heroic efforts at any time, regardless of family situations, vacation plans, etc.",3.0
462,You get an iPhone so,I can’t really think of any,3.0
463,Love the company culture. Made some really great friends.,"Hours are not that flexible, high demand for retail stores",5.0
464,"One learns a lot, benefits are great",Retail stores can offer more support for growth within the company,4.0
465,They offer a good setup for first time employment,I'm not requires a lot of internet speed,4.0
466,Great work environment and place to work,Can get hectic at times,5.0
467,-Diverse -Good pay for retail job -Good discounts -Can build a great connection with co-workers,-Can get a little cliquey -Work on weekends -Hard to advance unless you have special connections with higher ups -Some people lack teamwork and managers don’t care when you complain -Some people don’t work because managers don’t keep a good eye in certain departments.,4.0
468,Lots of great benefits. Great team. Love the values,It wasn’t likely I’d get hired on full time due to amount of workers,5.0
469,"Excellent benefits, including health, vision, dental even for part time employees. Paid time off vacation and sick days. Discounts on Apple products, and services. At least at my location, supportive managers that are actually interested in helping you develop and grow. Good company culture with inclusion and you can be yourself.","It’s still a retail environment, so expect to work at least one weekend day, and also if part time have a retail schedule. Some customers can be outright rude and entitled, but that’s nothing new in the retail world. Lol! Also can be difficult to get into another role or even one that is corporate, however they are making steps to address this and provide more opportunities.",4.0
470,good stuff FOR THE money,bad stuff for the people,3.0
471,good relationship with co-workers. good health benefits,Long hours work weekends holidays,3.0
472,Benefits and Company is amazing to work with,You can not set your schedule so you'll need to be very flexible.,5.0
473,so this company is awesome,it have good and sharp minded team,5.0
474,Pay is great so are the people,Schedule is horrible and so are the availability of time off,5.0
475,- Pay is above average for part-time (especially for someone in college) - Coworkers get you through the days - Discounts,- Work/life balance - Customers. Customers. Customers - Poor management (can’t get off their high horses) - Lack of care for employees and threats against unions,4.0
476,"Benefits: health care, commute, discounts in products.,",The payment is low to live in a expensive city like San Diego.,3.0
477,"Remote work, benefits, flexible schedules","Rotating Managers, lots of meetings",5.0
478,"great work environment, and smart team!",There are very tight deadlines.,5.0
479,"Amazing, I wouldn’t trade it",Not as great as I expected,5.0
480,Some and a lot like being able to work in a lot of projects,There are some cons if you do not work with passion,4.0
481,"Benefits, discounts, people, Closing time, and PTO","Management, work weekends, no appreciation from management, any person is manager even someone from 7/11",4.0
482,Learn a lot from smart people,No life work balance at all,5.0
483,"They let you take breaks, and are super helpful.",There’re not upfront and can be sneaky,4.0
484,Learned a lot Good management Good team Good environment,No cons to think of,5.0
485,"good benefits, positive work environment","retail can be tough, fast paced at times",4.0
486,Flexible hours Stock Options 401k,Holiday hours Minimal room for growth in retail,5.0
487,the benefits and the people,store leaders can be great or terrible,4.0
488,"AppleCare Partner Relations, while a call center environment is call center light compared to other front line customer support gigs.",Hard to get climb up. Once you’re in App Review there isn’t a direct path for career growth.,4.0
489,"well paid, free apartment near the company",It is good over all,5.0
490,The feeling created by the company makes you feel valued and part of a big team. The fast pace environment teach you skills that are quite unique.  The team is great and you bound with peers that make your days easier and manage the overall stress,"While you drink the cool aid and don’t question anything life can be amazing, what doesn’t last long when you share your feedbacks - one of the companies policies - questioning certain abusive behaviors and the level of distress caused by this work. Being part of the 5th avenue store and one of the Portuguese speakers, became a major trauma of interacting with anyone speaking Portuguese since I left the company, as the harassment and abuses you must endure are quite overwhelming. They hold you under the believe you may eventually move to a corporate position. But sooner than you imagine you realize that There’s no career projection - unless you work on Genius Bar.",3.0
491,Super smart and friendly people Tons of things to do,Can be stressful based on your personality type,5.0
492,You make good money Tons of networking resources Some great opportunities to grow,Terrible accountability by management Feedback system is terrible because no one above you actually cares,4.0
493,Good benefits and PTO. Employee discounts and time away is great.,"Bullying from Senior Management is a frequent occurrence among older employee's HR Investigations are never fully investigated.- conclusion is almost always ""Unfounded"" Older Female employee's do not have a career trajectory"" Do NOT admit Io having ANY Disability- You will pay for it. Never felt my job was secure in 14 years, even with Exceeds on performance reviews. Some area's promote a very hostile work environment. No point complaining- HR works for Leadership-NOT the employee. You learn that pretty quick. Still very much a ""Boys Club"" atmosphere in many departments Company has changed exponentially since rapid growth in 2015.",2.0
494,"Fast paced and fun environment with great people. Good benefits, decent pay, room for growth.","Customer service retail job, so you will likely get yelled at from time to time by an unhappy person. There can be a lot of stress, especially on busy days (weekends, holidays, launches) Sometimes management disagreements, depending on leadership Long hours, especially in mall store",4.0
495,Pay and stock options are good,poor hours and angry customers,4.0
496,People have passion over the products. Driven and productive culture.,Prejudice for new comers. Which honestly comes with all companies no matter where you are.,4.0
497,worked from home apple perks,"too much competition for the same position,",5.0
498,Fantastic benefits and great perks.,Low salaries compared to company profit.,5.0
499,👍nice wow good cool very,Nothing really wrong with it,5.0
