Unnamed: 0,Rating,Title,Pro,Con,Job Title,Status,Region,Date
nan,3,Not that HR friendly,3 days off a week,work environment makes HR people hard to focus on their projects it get interrupted by anyone easily,HR Partner,Current Employee,Channahon IL,Dec 4 2022
nan,4,Decent place to work,Its an Okay environment If you work hard and are proficient you can move up,Very demanding Definitely earn your paycheck,Zone Lead,Former Employee,Mission Viejo CA,Dec 4 2022
nan,5,Great company,Endless training programs very helpful for new hires Learning very everyday exciting knowledge,Slow approval mechanism process Know where to get support needed is important in a mega big organization,Anonymous Employee,Current Employee,nan,Nov 27 2022
nan,3,Easy job with easy goals to reach,Easy job Routine Fast paced Good managementFor me at least,UTOVTOPTO Doesn’t really go well with your schedule if you’re actually sick but have no time off available They will fire you if you get even 1 hour,Order Picker,Current Employee,nan,Nov 17 2022
nan,4,Great opportunities,Lots of room for growrh,Long hours pay is somewhat lacking,Consultant,Current Employee,nan,Dec 14 2022
nan,5,Good,All of it is good,No bad at all Can’t Complain,ERC Associate,Current Employee,Remote,Dec 14 2022
nan,3,Good resume builder,Great experience to grow and learn,Stressful and low paying Disorganized,Area Manager I,Former Employee,San Bernardino CA,Dec 14 2022
nan,5,Best,Amazon pays their employee very well,Schedule wasnt aligning with school,IT Support Specialist,Former Employee,nan,Dec 14 2022
nan,5,A great role,Leadership is awesome Pay is great,the company terminates via email which is off putting,Sr benefits administrator,Current Employee,nan,Dec 9 2022
nan,4,Decent,Team can be really good to work with,Can be exhausting Long shift but 4 days off,Associate,Current Employee,nan,Dec 9 2022
nan,2,Cons,Great experience at a fast pace,The company does not care about its employees No loyalty Employees are mourners not people,Area Manager,Former Employee,New York NY,Dec 3 2022
nan,2,Good Compensation everything else is miserable,NAME,NAME,Business Analyst,Current Employee,nan,Nov 15 2022
nan,1,Don’t bother,4Day Workweek Consistent schedule NA,Extreme productivity standards Rude management dirty work conditions minimal breaks minimal PTOVacation,Fulfillment Associate,Current Employee,Miami FL,Jan 4 2023
nan,3,Former employee,PTO vacation and unpaid time off was nice probably the best company with those gives you a very flexible schedule Holiday pay of 8hrs was nice too,Veryy boring and don’t allow airpods I wore them all the time the managers would always threaten me with a write up but nothing happened And they make you work different parts of the warehouse and most of the time it’s because the people that were there get fired because of their insane rates,Warehouse Worker,Current Employee,Albuquerque NM,Oct 3 2022
nan,5,Great start to a great carreer,Great benefits and training program Everyone has been incredibly helpful and patient with the onboarding process,Ever moving technology leads you to be hyper focused on multiple programs,Anonymous Employee,Current Employee,nan,Nov 14 2022
nan,2,Low Pay,Good benefits Good to put on your resume,Don’t pay well at all Aren’t sympathetic to family or personal needs,Regional Human Resources Partner,Current Employee,Tempe AZ,Dec 8 2022
nan,3,good,could be worse worked at a robotics factory,it was super late a night,Inbound Sorter,Current Employee,nan,Dec 13 2022
nan,4,Afm,Challenging work with a team,Walking a lot always on your feet,Amnesty Technician,Current Employee,Memphis TN,Dec 13 2022
nan,4,Customer Obsession,Very structured Customer oriented company,Ambiguity in work Lengthy onboarding process,Sr Program Manager,Current Employee,Dallas TX,Dec 13 2022
nan,3,Eh,Flex schedule close to home easy to follow directions,Terrible management unkind to workers,Warehouse Associate,Former Employee,nan,Dec 13 2022
nan,4,Great,Good working environment loved my work,No con I enjoyed my work there,Project Manager,Current Employee,nan,Dec 13 2022
nan,2,Tiring Depressing,getting paid weekly and meeting great people,Pay not being worth the labor,Robot Operator,Current Employee,Norfolk VA,Dec 13 2022
nan,5,Great Healthy working environment,Good place to work and to learn and improve they dont want you to stay in same place They want you to grow and work at the same time,Travel to multiple location and always policy change and recently no overtime unless approved,IT Support Engineer I,Current Employee,Houston TX,Nov 13 2022
nan,3,The pay is nice but not worth the effort,Salary 34 days a week benefits comp days,Seniors are obsessed with being 1 Seniors make everything your personal problem even if it is out of your control highly stressful unclear what your performance is evaluated on productivityadmin competition and everyones opinion about you Must protect your numbers at all times,Area Manager II,Current Employee,West Jefferson OH,Oct 5 2022
nan,5,A fantastic place to work,Autonomy You work on small teams and have a lot of agency and autonomy over how you get your work done I am also working basically 100 remotely Colleagues Everyone is incredibly smart driven capable and really fun to be around I love my immediate team and the larger team I am a part of Salarybenefits The starting salary was significantly higher than at my previous job and I received a signing bonus for the first two years as well as Restricted Stock Units,Lots of bureaucracy and hoops to jump through Its understandable because its such a large organization but there is a lot of it Lots of processes and tools to learn There is an onboarding plan but there is a whole mess of tools and processes one needs to get familiarized with when you start,Copywriter And Editor,Current Employee,Washington DC,Jul 25 2022
nan,2,Tough Role,Opportunity to learn a ton exposed to many steak holders a lot of leadership opportunity,Tons of responsibility overworked working crazy hours holidays weekendsundervalued not recognized poorly managed,Vendor Manager,Current Employee,nan,Dec 1 2022
nan,2,Challenging Environment,Work with top talent in a fast paced environment,Expectations constantly increase as leadership always wants more and always wants better,Sr Program Manager,Current Employee,Seattle WA,Dec 7 2022
nan,3,Its not bad but not that great either,3 days off benefits stocks PTOUPTVacation hours is easy to rack up easy work VTO can be offered through work app or offered when you get to the site when theres a chance Career opportunities,easy but also tiring because of 10 hour shifts Mid managers and PAs People always have issues with HR hit or miss you get a lazy worker or whos not keeping up that holds everyone back in line PSWater Spider Bad boxes meaning it can be heavy but not really but does get tiring if theres too many favoritism,Fulfilment Associate,Former Employee,Stockton CA,Aug 10 2022
nan,5,good,good wlb amazing managers good pay,micromanagement pressure exists could have been better,Software Engineer,Former Employee,India TN,Dec 12 2022
nan,3,Amazon,There were cool people at amazon,Some employees were very rude and 12 hours shift,FC Associate,Former Employee,nan,Dec 12 2022
nan,4,Great company,Good management team environment with training,Some employees do not care as much,Analyst,Current Employee,Los Angeles CA,Dec 12 2022
nan,4,Good Company to build career,An opportunity to work with best of minds Enough work for everyone to prove their worth,Skewed favoritism towards Pathways and Bold manager programs,Sr Program Manager,Former Employee,Seattle WA,Dec 1 2022
nan,3,Amazon warehouse,Good pay for part time,short breaks manager favoritism and they can say you have a certain set schedule and than it changes within the first couple of days,Anonymous Employee,Current Employee,nan,Nov 29 2022
nan,1,Trap,Experience in a well rounded company,No work life balance No support,Area Manager,Current Employee,Baltimore MD,Jan 8 2023
nan,5,Amazon Delivery Driver,Steady pay and great coworkers,Hard work on your feet all day,Delivery Driver,Current Employee,Colorado Springs CO,Dec 11 2022
nan,3,amazon,engagement prizes community outreach inclusion,overworked understaffed management doesnt know what theyre doing half the time,Warehouse Associate,Current Employee,nan,Dec 11 2022
nan,4,Great exposure to difficult problems,Awesome people to work with,Lots of red tapeunnecessary iterations and decision making,Senior Technical Program Manager,Former Employee,Seattle WA,Nov 20 2022
nan,2,Area Manager in Stow,Good pay and benefits Able to relocate to many areas,Work Schedule Management can be horrible depending on what building assigned to Hard atmosphere for associates to work in without being fired,Area Manager,Former Employee,Auburndale FL,Dec 27 2022
nan,1,It was pretty bad,The benefits are okay if you don’t mind,Almost everything the managers can hire and fire at will,Associate,Former Employee,Shepherdsville KY,Jan 23 2023
nan,3,It was ok,Flexible schedule good pay time off,alot of walking long shift huge company,Picker,Former Employee,San Bernardino CA,Jan 5 2023
nan,3,It pays the bills,Good salary nice direct manager ability to learn new things,Poor work life balance continuous churn with new processes,Business Analyst II,Current Employee,Nampa ID,Jan 5 2023
nan,4,None,It is easy to move up and get promoted,It’s long standing so it can be a lot,Anonymous Employee,Current Employee,nan,Nov 19 2022
nan,4,Overall I would rate 710,Good Benefit career opportunity Clean Environment,Low Bonus Low salary No profit sharing,Associate,Current Employee,Indianapolis IN,Nov 19 2022
nan,1,No respect for human beings,Leadership principles and ability to create structure to execute at scale,Complete disregard for human beings Employee engagement only a metric Focused on compliance vs commitment,Data Analyst,Current Employee,Seattle WA,Jan 21 2023
nan,5,Nice people to work with,Happy hour on Thursdays A fun group of people that made the job interesting and challenging,The weather around Boston can be brutal at times,Production Laborer,Former Employee,North Reading MA,Nov 1 2022
nan,5,Program Manager L5 NonTech,A lot of flexibility to try new roles with different organizations,There isnt an established uniform process across company for the promotion process There is a lot of room left for user error,Program Manager Operations II,Current Employee,Seattle WA,Nov 1 2022
nan,4,Am,Nice pay less hours flexible,Crowded tiring busy lousy staff,Employee,Former Employee,nan,Dec 15 2022
nan,2,A lot of meetings,Good impact scope is big learn new stuff,A lot of meetings Low at development,Software Development Engineer SDE,Current Employee,nan,Dec 10 2022
nan,5,Best place to learn,There are lots of opportunities to learn and space to get it done The culture supports engineers working to improve themselves in all aspects both professionally and personally,The company is still on the fence about work from home permanently so if you dont see yourself ever heading back into an office that may be a problem,Software Development Engineer SDE,Current Employee,nan,Oct 30 2022
nan,4,Good as the first job,Don’t require to communicate much Suitable for those who are not so active,A little boring jobs due to repetitive job It does involve a lot of standing squatting kneeling or climbing for long periods of time This can lead to back pain and foot soreness,ICQA Associate,Current Employee,Kent WA,Oct 23 2022
nan,3,Very Demanding Work Environment,great pay benefits and HRmanagers put in a good effort to make the environment “fun”,The pace and outlook of your work is observed carefully even when workflow is slow which can lead to a write up or termination You can only speak with HR before or after your shift if you need assistance It’s difficult to get a shift change when needed,Fulfillment Associate,Former Employee,nan,Oct 26 2022
nan,4,Working at Amazon,Good Work culture Benefits Great Team Helpful Managers,Long hours Coming in when youre not on shift,Area Operations Manager,Current Employee,San Marcos TX,Dec 4 2022
nan,5,Great place to work,Ive been with Amazon for several months now and it is amazing place to work if you like being challenged owning your area working in fast paced environment and a lot of shifting and ambiguity I am able to maintain balance in my life however it depends on your time management Great team of very smart and enthusiastic people it is by far the most supportive team and also just nice people to work with Team is very diverse We have people from all over the world Remote work currently A lot of independence no micromanagement just different approach to the entire work ethics Nice paycheck and signon bonus,Amazon interviews are exhausting and require a lot of time and preparation which was fine with me as I prepared a lot for any job interview and I got the job offer but it would have been very frustrating to pass 56 interviews and not get a job offer And you just have to prepare for these interviews otherwise it is just a waste of your time I cant think of anything else at this point of my Amazon career I came from a pretty toxic work environment so working at Amazon feels rewarding refreshing and worth trying to get into,Operations Analyst,Current Employee,nan,Apr 4 2022
nan,3,Amazon Warehouse Review,1 There is no interview for entry level associates so it does make getting the job easier After you accept their job offer you schedule your drug testing and then you get your orientation date 2 Job tasks are very simple repetitive and easy to learn 3 Management are very nice team oriented understanding and easy to talk to,1 For me is the pay the pay is very low in my opinion we could be compensated better for the work we do 2 Staff can come off as very unmotivated and very pessimistic at times They often complain about the working conditions other people the workload etc 3 No interviews It is nice to have an easy opportunity to work for Amazon but also there is no regard for vetting people who dont qualify to work there some people cant lift heavy enough weight or have various medical conditions that would prohibit their ability to work there 4 The company has offered false bonuses to their employees Last year new hires were promised a bonus if they continued to stay past peak season none of them received any bonus at all despite staying with Amazon past peak season,Warehouse Associate,Current Employee,Buda TX,Apr 4 2022
nan,5,nice,cool buildings and nice workplace,no free food like google,Anonymous Employee,Former Employee,nan,Dec 14 2022
nan,4,Summary,Great connections in the company,Work life balance can be tricky,Software Engineer,Current Employee,Seattle WA,Dec 14 2022
nan,3,Work space,Great Responsibility Great teammates Great management,long hours no worklife balance,Area Manager,Former Employee,LexingtonFayette KY,Jan 12 2023
nan,3,Work review,Great growth and increased wages,Very time consuming work life balance,Operations Manager,Current Employee,Irving TX,Jan 12 2023
nan,2,Area manager,Compensation was good stocks and bonus,Work life balance inconsistencies in schedule,Area Manager II,Current Employee,Miami FL,Jan 12 2023
nan,2,Work experience at amazon,The pay is very decent,The work is very draining,Warehouse Worker,Former Employee,nan,Jan 12 2023
nan,3,Depends on the time of year,Dependable pay usually OT opportunities,Short staffed often so have to do multiple roles,Warehouse Employee,Current Employee,nan,Jan 7 2023
nan,1,Sucks here,Nothing at all that I can think of,Poor pay poor culture crap boss,Administrative Officer Legal,Current Employee,New York NY,Feb 1 2023
nan,5,Pay,Good place to work and pay for your school,Pay is not good and work is fine just the pay,Amazon Associate Tier I,Current Employee,nan,Nov 16 2022
nan,5,Excellent company to work for,NAME,The one thing they could improve is trying to rotate the role of the employees I mean one day they could do one thing and the next something different so the job does not become repetitive,IT Helpdesk Support,Former Employee,nan,Oct 1 2022
nan,5,WLB is great if one can find a good balance,Team is super supportive values and recognizes my work,There are time when budget constraints do put HC in hindsight Growth or lateral move has to be driven by the individual and seek helpresources mostly on their own which can be hard for early year level folks,Business Analyst,Current Employee,Seattle WA,Oct 2 2022
nan,2,Flexible Hours,Allow associates to pick hours and be flexible during the holiday season,Can sometimes be difficult to get the hours you want or you can become stagnant doing the same work day in and out,L1 Associate,Current Employee,nan,Dec 22 2022
nan,3,Growth is a concern,Diversity is great Set schedules is nice,No growth unless looking to move to management Pay raises are incredibly terrible,Learning Coordinator,Former Employee,Milwaukee WI,Jan 4 2023
nan,5,Truly the best place to work,Inclusive Workload WLB Great Managers,None the org and team has been welcoming and wonderful,Business Analyst,Current Employee,Seattle WA,Nov 14 2022
nan,5,Great place to work,Work life balance is great Team building and inclusive,There are no Cons to write down,Program Manager,Current Employee,nan,Nov 14 2022
nan,1,Disorganized and boring,Good pay good perks enforced breaks,Training was short and unclear customers think youre a scam and are rude onsite for a remote job,Delivery Station Liaison,Former Employee,Tonawanda NY,Jan 24 2023
nan,3,Diificult,The work can be flexible and easy to learn,The people are always changing and depending on the location the management can be overbearing on work efficiency,Associate,Former Employee,nan,Dec 13 2022
nan,4,Nice job,Holidays paid nice crew I can learn about it everything,You feel like a robot doing the same thing,Associate,Current Employee,Cromwell CT,Nov 13 2022
nan,1,Run,Can promote quick if you want to make but sacrifice to your own wellbeing stress management,60 hour weeks Paid for 40 Meetings on your days off No supportstressful loud,Area Manager II,Former Employee,Richmond VA,Jan 18 2023
nan,1,management is awful,You get paid a competitive wage for your first two years because of sign on bonus,Everything else It’s a bureaucratic nightmare and you’ll have no transparency at all,Software Engineer,Former Employee,nan,Jan 20 2023
nan,5,Amazon Employee,Benefits offered are really very good,Employee experience could be better,Business Consultant,Former Employee,nan,Nov 12 2022
nan,5,Problem solver,You do things at your own pace and learn a lot,sometimes things difficult to figure out and stressful and too much work,Problem Solver,Current Employee,nan,Nov 12 2022
nan,4,Good Company,Good resources good compensation package smart people,tough metrics to meet sometimes,RecruiterSourcer,Current Employee,nan,Nov 23 2022
nan,4,Good place to learn and grow,growth is good you will learn a lot and push yourself,bad work life balance bad pay increases horrible promotion structure,Technical Recruiter,Former Employee,nan,Nov 11 2022
nan,5,Amazon BIE Onboarding Experience,NAME,Can be overwhelming Little support This is by design to garner a culture of ownership and selfsustainability so can be intimidating for people with less experience and they can soon be a victim of the Am I good enough problem,Business Intelligence Engineer,Current Employee,Seattle WA,Oct 7 2022
nan,3,not too bad,looks good on your resume,micro managing and fast turn over,HR Coodinator,Current Employee,nan,Jan 11 2023
nan,3,Decent work,Fair pay for pretty easy work,Repetitive and monotonous work Long hours,Warehouse Worker,Current Employee,nan,Jan 11 2023
nan,5,Fantastic Place to Work,Productive but stress free environment where you can learn and grow have a voice and thrive in your role without all the pressures of sales and making a target Many other places Ive worked upper management will put so much pressure on you that every day is an interrogation session Amazon allows you to perform freely provide the tools and resources necessary to succeed and you can do so confidently,Nothing to add at this point in my career at AWS,Senior Account Executive,Current Employee,nan,Aug 16 2022
nan,4,Temp Over Long Term,Good atmosphere for temporary workers,Closed the facility with minorineffectual accommodations and promises to move long term workers to a new warehouse,Cook,Former Employee,nan,Nov 9 2022
nan,4,Great for advancement but know the demands,NAME,NAME,Operations Manager,Current Employee,Chicago IL,Nov 9 2022
nan,5,Great Total Compensation,Great sign on bonuses Great Base RSUs are good Great TC,4th quarter is not as fun as quarters 12 and 3,Tech Recruiter,Current Employee,nan,Nov 7 2022
nan,5,Great start to your career,WLB has been surprisingly good for me although I know this can be hit or miss depending on your team Pay is very good not the best but very good,Not as much free food as other places Sometimes things can move almost a little too slow,Software Engineer I,Current Employee,Austin TX,Oct 12 2022
nan,3,Depends on the DSP,You work independently You can make a lot of overtime if your body is up for it,No opportunity to grow The routing system is a mess They hide the amount of work they actually give you Required to take packages off of other drivers after you finish your own route Same work as other delivery providers but no benefits and lousy pay little to no raises,Delivery Associate,Current Employee,Everett WA,Sep 14 2022
nan,4,Great place for seniors to start a new carrier,Seniors are respected at work,lot to learn if starting new carrier,IT Engineer,Current Employee,New York NY,Dec 6 2022
nan,5,Great place,Amazing worklife balance great benefits and people are super chill and hard working,None i can think of,Software Engineer Apprentice,Current Employee,New York NY,Dec 6 2022
nan,3,pros and cons,wonderful people to work with managers are wonderful the work is easy,new manager that came in dont know anything of what they are doing the work is easy but its the same thing over and over,Process Assistant,Current Employee,Salt Lake City UT,Nov 20 2022
nan,4,na,Like the people I work with and networking,Poor work life balance vague guidance from management for next steps and goals,Recruiting Coordinator,Current Employee,Seattle WA,Dec 5 2022
nan,4,Amazon review,Easy hiring process nice employees,Extremely difficult to schedule shifts It was like a blood bath every week If you were not online at the exact moment ready to select your shifts you would have to either work in the middle of the night of not work at all,Associate,Former Employee,Tempe AZ,Nov 3 2022
nan,5,They love to get stuff done and it feels good,There is some pressure but not in a bad way and the focus on the result is great,Too many management levels too hard to coordinate with other teams,Sr Software Engineer,Current Employee,nan,Nov 19 2022
nan,5,Good,Payement is good for the work,The rate can be better,Fulfillment Associate,Current Employee,nan,Dec 10 2022
nan,5,Great company where innovation and customer obsession rule,Great benefits and compensation Good complete onboarding and training process Coworkers and managers are ready and willing to help Leadership principles are applied daily Projects push the limits in technology and promote innovation,It has a fastpaced environment where multitasking is a must Some people may find that challenging,Senior Cloud Infrastructure Architect,Current Employee,Tampa FL,Oct 27 2022
nan,3,Job depends heavily on your manager,NAME,NAME,Area Manager,Former Employee,nan,Dec 4 2022
nan,4,Fulfillment Associate,NAME,NAME,Fulfillment Associate,Current Employee,nan,Dec 4 2022
nan,4,Amazon Tech Recruiter,Moving toward a hybrid work model,The job responsibilities were not that broad It did not feel like I was building many transferrable skills for a career outside of recruiting,Technical Recruiter,Former Employee,San Francisco CA,Nov 25 2022
nan,5,It is what you make of it,This particular building has a great culture fun activities and helpful leadership that are more than willing to steer you in the right direction,Long hours standing all shift could use more improvements to the break rooms,Fulfillment Associate,Current Employee,Somerset NJ,Nov 14 2022
nan,3,Easy work horrible hours,Good pay and bonuses job is very easy,Horrible hours and youre essentially a babysitter,Area Manager II,Current Employee,nan,Dec 8 2022
nan,5,great place to work,Get to work with really smart people,Not that I am aware of,AWS Technical Account Manager TAM,Former Employee,nan,Dec 8 2022
nan,3,Potential for growth,Can grow within the company,A lot of work daily,HR Coordinator,Current Employee,Nashville TN,Dec 13 2022
nan,4,Good job,Nice pay to get going,Long shifts through the week,Sales Associate,Current Employee,Tampa FL,Dec 13 2022
nan,2,Not too bad,WORK FROM HOME is good,Long hours but also flexible sometimes,Project Manager,Former Employee,New York NY,Dec 13 2022
nan,5,review,very nice people work there,to far of a commute,Clerk,Former Employee,San Mateo CA,Dec 14 2022
nan,4,love everyday,I am in awe of my work at Amazon My team here fully supports me and the culture here feels inclusive From my first 3 months I was able to build strong connections with my manger and fellow teammates People that I currently work with are way too smart but I am learning as I go,Amazon Development process is a bit tricky to understand at first There are a lot of services and they are still working towards building a solid architecture,Software Development Engineer SDE,Current Employee,nan,Oct 5 2022
nan,2,This job is very stressful,The team I had was amazing,you recruit for roles in markets that are highly saturated by other amazon recruiters Despite what you think most people do NOT want to work for amazon as an SDEI II or III Most people are tired of amazon reaching out to them Most of the candidates you do find you will have to rush them to complete the application and pass the assessment most will have issues taking the assessment before another recruiter steals the candidate from you or they get another offer as the total process and interview hours are out of control,Senior Technical Recruiter,Former Employee,nan,Aug 15 2022
nan,3,Hard grueling work,A nice break room friendly coworkers usually and occasionally understanding managers,Some of the hardest most intense labor you could chose with little compassion,Warehouse Associate,Former Employee,nan,Dec 1 2022
nan,4,Lots of opportunity for career growth,NAME,NAME,Operations AssociateAccount Manager,Current Employee,nan,Dec 1 2022
nan,5,Exceed Expectations,Leadership Team Training Preparation at every stage of interviewhiring process Unlimited opportunities for professional growth inclusive,Learning to speak Amazonian and the endless acronyms and terms only an Amazon Employee would understand,Anonymous Employee,Current Employee,nan,Nov 23 2022
nan,3,Its an easy job but the repetition can get boring,They offer good Benefits a set schedule and flexibility,They schedule Mandatory Extra Time when it gets busy its faced paced and there is heavy lifting,Warehouse Associate,Current Employee,nan,Nov 23 2022
nan,1,Dry culture,Compensation is high and people are smart,Brutal culture You spend most of the time writing documents instead of real work Environment is very competitive and not focused on people business only,Anonymous Employee,Former Employee,nan,Dec 21 2022
nan,4,Amazon,Personal time off and 401K,Department on hire is usually changed in the first 90 days,Quality Assurance,Former Employee,nan,Dec 7 2022
nan,5,Warehouse associate,I enjoyed the pace and team work,They cut hours because of not having enough wor,Warehouse Worker,Former Employee,nan,Dec 7 2022
nan,4,Decent job overall but not perfect,NAME,NAME,Rebinner,Former Employee,Kenosha WI,Dec 7 2022
nan,1,Culture sucks,Pay is great remote work from home,18 hours days toxic culture,Senior Product Manager,Current Employee,Dallas TX,Jan 6 2023
nan,2,too much stress little recognition,the only pros are the benefits,They have things called connection scores that cause unnecessary stress and anxiety im here to do a job not baby sit peoples feelings,Area Manager,Current Employee,El Paso TX,Dec 26 2022
nan,3,Review for Amazon,Good compensation and health benefits,Workloadmanpower lack training for new employees sometimes need to work overtime,Industrial Engineer,Current Employee,Nashville TN,Jan 7 2023
nan,1,Review,Benefits are very good comparing with other corporations,Pulling down as much as possible,Associate,Current Employee,nan,Jan 31 2023
nan,4,Growth opportunities,Work balance is my least favorite part but the job it’s self is fulfilling,Worklife balance is a con,Human Resources Business Partner HRBP,Current Employee,Caledonia MI,Nov 16 2022
nan,4,Happy if your team is good,If your team is good you will be happy,Self learn environment and fast pace,Recruiter,Current Employee,Houston TX,Nov 16 2022
nan,5,Good Company to Work,1 You will have good Ownership of your work,1 Difficult to manage work life balance,Senior Technical Program Manager,Current Employee,nan,Nov 16 2022
nan,1,Bad,pay is average many benefits,1 They treat you like a robot 2 if youre white and you have a black manager theyre gonna tell you is to do double or triple the work while your other peers that arent white does the simple and less work 3 When you try to use the bathroom while your working theyll take off time off your shift 4 Managers can be somewhat racist but they may not show it but theyll treat you differently on color,PickerPacker,Former Employee,Opalocka FL,Dec 3 2022
nan,5,Great environment,They really invest in your development They also promote worklife balance,Too much ambiguity The guidence isn’t always clear,Program Manager,Current Employee,Seattle WA,Nov 15 2022
nan,5,Great,Great pay and benefitsgreat place to meet people great place to learn more,Long hoursmanage dont care Long peak season,Warehouse Worker,Former Employee,nan,Nov 15 2022
nan,2,Leave if you are in a terrible team,Stay if youre in a wonderful team and your teamates are friendly You can learn a lot in this case,I just joined few months ago Its a really new team Nobody knows the scop of our team even the managers and now Im suffering from my managers tasks He also joined recently and know nothing about what we are doing and what we will do in the future He just randomly gives taks a estimation and assign them to us He didnt even give us time for on boarding training just threw some future tasks to us with only an ideaNobody even knows what the task is,Software Development Engineer SDE,Current Employee,New York NY,Oct 2 2022
nan,5,Great place to work and grow with expertise,I am having Real Technical support job experience here at Amazon New Hires are Well Trained and helped in a overwhelming way to achieve greater heights through customer obsession and problem solving techniques If you enjoy problem solving this is a place to be,Honestly no cons what so ever,IT Associate II,Current Employee,Austin TX,Aug 17 2022
nan,5,Feeling valued and always learning,Always an opportunity to learn and move around in your career,strenuous interview process but if you study you can do it,Anonymous Employee,Current Employee,nan,Nov 29 2022
nan,1,Believe The Rumors,The money The people who work under you,The schedule and hours Other managers and HR Atlanta specific Treatment of other staff,Area Manager,Former Employee,nan,Nov 29 2022
nan,5,Amazon is definitely worth a try,Good pay work is steady Opportunity for overtime which really adds up on your paycheck,Loud environment constant noise mediocre food,Store Associate,Former Employee,Sacramento CA,Nov 29 2022
nan,5,amazon,Competitive pay Good Benefits time off,Very long workday standing up exhausting,Associate,Current Employee,nan,Dec 11 2022
nan,5,Credibility is Unmatched,While many companies have a vision and mission statement Amazon is the first company I have seen that truly lives it and every person views the Leadership principles as non negotiable,As with any big company there are always challenges in developing bonds and a sense of teamworkcamaraderie but that is truly on the individual to make it happen so not a company problem but a life problem,Sr Technical Program Manager,Current Employee,nan,Oct 14 2022
nan,1,dont do it,3 days off per week,low pay bad management overworked,Delivery Driver,Former Employee,Boca Raton FL,Jan 5 2023
nan,1,It okay,Okay money insurance is okay,The management could be a whole lot better,PickerPacker,Current Employee,nan,Jan 5 2023
nan,2,Don’t pay enough,Alone all day so you don’t have to deal with coworkers,Such hard work for not good pay and they’re dishonest,Delivery Driver,Former Employee,Carlsbad CA,Nov 28 2022
nan,5,First job out of college,Great team and a manager that wants you to succeed,I do not see any cons so far,Bie,Current Employee,New York NY,Nov 28 2022
nan,3,Good opportunity terrible work life balance,Since Amazon is such a big conglomerate there are plenty of ways of moving up if you have your education,Firstly if you want to move up in the company you’re going to have to sacrifice a lot to obtain those opportunities Secondly if you don’t have a particular educational background that they are looking for but have the background there is a high chance you will be passed over for promotion a lot You will have to take a lower role and prove that you can perform Taking a longer to receive promotions than your cohorts with degrees with lesser experience in the field,Transportation Manager,Former Employee,nan,Oct 7 2022
nan,4,Cool,Interesting to work there nice,The manufacturing could use a little work,Packet Core Engineer,Current Employee,Ama LA,Nov 23 2022
nan,5,Awesome,Amazon has great benefits job is a good workout Flex schedule is nice,Physically demanding job thats about all,Warehouse Fullfilment Associate,Current Employee,Whitestown IN,Nov 11 2022
nan,3,salary,big brand learning environment good location,bad worklife balance work over time,Program Manager,Former Employee,Seattle WA,Jan 11 2023
nan,5,Good,Peculiar culture of amazon makes it a great place to work Ambience work culture and stuff are great,There are no cons thank you,Senior Associate Product Compliance,Current Employee,nan,Nov 10 2022
nan,4,A good job for the right kind of person,Can be a great experience if you are ambitious and want to grow your career Great position to use as a stepping stone to learn and build your resumeskill set Amazon will allow you to find your own path there are opportunities to join new teams and take on new roles if you take the initiative Once you have worked at Amazon a year or two you will really understand what the needs of the org are and tasks that once seemed difficult or tedious will slowly start to fall into place and become routine,This job is very high volume and demanding and does not necessarily deal with the types of tasks that professionals in HR will deal with in other companies or other industries Change is constant and you will often find yourself relearning processes Associates can be very disrespectful and demanding Management will often not respect your work life balance It is very difficult to receive meaningful salary increases If you are promoted from within you will often earn far less than external hires even if you are top tier,Human Resources Business Partner,Current Employee,New York NY,Jan 15 2022
nan,4,lot of opportunities to develop tech skills,Large corporation with diverse opportunities,Still opportunities for projectprogram management maturity,Senior Program Manager,Current Employee,nan,Nov 9 2022
nan,5,Pros and cons,Is a great company to apply your knowledge and learn so many things,The working hours and salary,Waste Coordinator,Current Employee,nan,Nov 8 2022
nan,5,compensation,the pay was great the workers are nice and very helpful so are the managers,break was short and hated being on my feet for 10 hours,Warehouse Associate,Current Employee,Kearny NJ,Nov 8 2022
nan,4,Great pay and workplace,Stocks during yearly raise Decent pay increases Outstanding DEI community Great benefits for med dental and vision,Sometimes micromanagement Sometimes redundant paperwork and shift reports,Area Manager II,Current Employee,New York NY,Nov 8 2022
nan,1,dont do it,3 days off a week,CAMERAS IN VANS GETTING FLAGGED FOR RIDICULOUS REASONS Dog bites having to go to the bathroom Underpaid for work constant worry about liability dangerous roads and areas vans overfilled with packages schedule gets changed a lot and if they dont need you they only put you on as little as one day a week no money to be made getting home late cant take breaks if you want to finish your route weather customers accusing you of opening packages when they are damaged customers making you return packages customer complaints about where package is left if not to their satisfaction worried about getting shot for entering people properties navigation bringing you to the wrong roads and getting cussed out and kicked out by angry property owners sometimes no choice but to leave packages in rain due to no bags to put packages in when raining if you have bags to put packages in it takes up so much more time bagging every single package when you have over 300 packages Vans constantly having issues having to pick up other peoples routes list can go on and on,Delivery Driver,Current Employee,nan,Jul 5 2022
nan,5,Great Experience,NAME,NAME,Program Manager,Current Employee,Bellevue WA,Nov 17 2022
